Sigma,LogSweeps,Mean,Mean_err,Median,Median_err
0.784,23,0.05829197515249725,0.001396441170942135,0.005867852510323445,0.0003567706135356672
0.784,24,0.058449381733224184,0.0013627491008615601,0.006090402512772473,0.0004075747998607199
0.784,25,0.05822627138009498,0.0013764130244812035,0.005908506414314909,0.00041485006464794783
