sigma,L,T,mean,sem
0.0,64,0.5,0.7565740295388305,0.0013378354601990348
0.0,64,0.525,0.7379861324383437,0.0013810922979368289
0.0,64,0.55,0.7183580632192743,0.001422253615647985
0.0,64,0.575,0.6972317553991862,0.0014642652844633925
0.0,64,0.6,0.6749972569693585,0.0015021799413135256
0.0,64,0.625,0.6512607161115971,0.0015399306711919127
0.0,64,0.65,0.6261633637541497,0.0015741231671309067
0.0,64,0.675,0.5997612389941643,0.001601170612391651
0.0,64,0.7,0.57226276140472,0.0016237438823322047
0.0,64,0.725,0.5433955494932697,0.0016376976190061994
0.0,64,0.75,0.5136969120619619,0.0016437096279071713
0.0,64,0.775,0.4833129381600738,0.0016373441008362348
0.0,64,0.8,0.4526436451118514,0.001618854918765733
0.0,64,0.825,0.4214306451725745,0.0015915505770035812
0.0,64,0.85,0.3903318015658725,0.00154855860636426
0.0,64,0.875,0.3598131369895441,0.0014962750375442152
0.0,64,0.9,0.33020283888489865,0.001432097191899222
0.0,64,0.925,0.3013896218565332,0.0013589843950765198
0.0,64,0.95,0.2742752781186631,0.0012819793380829346
0.0,64,0.975,0.24866725605687826,0.0011963878508390046
0.0,64,1.0,0.22515159032567214,0.001107730641087434
0.0,64,1.025,0.20287751384791447,0.0010219785625641188
0.0,64,1.05,0.1832973185568264,0.000938866088445257
0.0,64,1.075,0.16528405717824754,0.0008487583545337845
0.0,64,1.1,0.14896230988315562,0.0007735524509625135
0.0,64,1.125,0.13461599029929555,0.0007056928562143836
0.0,64,1.15,0.12220860573742995,0.0006301669828863367
0.0,64,1.175,0.11108870157737367,0.0005707855062129473
0.0,64,1.2,0.10133927610454324,0.0005147376508200779
0.0,64,1.225,0.09312689096373916,0.00046385843421063467
0.0,64,1.25,0.08542076096668917,0.0004177472821849839
0.0,64,1.275,0.07885955869314447,0.0003824972864073561
0.0,64,1.3,0.07350074155530052,0.00034349523291404995
0.0,64,1.325,0.0682028672050024,0.0003119303263922764
0.0,64,1.35,0.06390138265933057,0.0002808186542417172
0.0,64,1.375,0.0598924857988759,0.0002625956073358753
0.0,64,1.4,0.056566337313330176,0.0002439285988385833
0.0,64,1.425,0.05371430287436155,0.000227129863252032
0.0,64,1.45,0.05086816114003696,0.0002162439919032705
0.0,64,1.475,0.04884484848247333,0.00020593947328908927
0.0,64,1.5,0.04638777688612848,0.0001991280122604171
0.0,64,1.525,0.04457575825884635,0.0001941904050516374
0.0,64,1.55,0.0431045253562321,0.000191385112568608
0.0,64,1.575,0.04113312021635771,0.00018513428150272748
0.0,64,1.6,0.039484711237531785,0.00018188607128455936
0.0,64,1.625,0.038518698141706456,0.00018507107827870503
0.0,64,1.65,0.03713453524177356,0.00017935398129243407
