L,k,LogSweeps,mean,sem,knorm
16,10000,10,54.35876350618042,0.002094900308103759,1.0
16,11000,10,27.767965857839535,0.0017027532828661769,1.4142135623730951
16,11110,10,14.008535130658084,0.0007865261062710196,2.0
16,20000,10,14.575409910326306,0.0007626807780388101,2.0
