quantity,Tc,Tc_err,A,A_err,Q
G,1.0004068932620822,0.007685171433698082,-1.4969375811375265,0.32713581671020175,2.5491334665339593e-06
chi,0.9998810666350927,0.0014572015401048848,-0.19478402473109774,0.043102961690550716,0.20289102306086504
