model,sigma,L,Tx_G_mean,Tx_G_std,Tx_chi_mean,Tx_chi_std
diluted,0.25,256,1.9185201345430192,0.014060061285972474,2.0365458774662186,0.008600523894352445
diluted,0.25,512,1.9722652950364405,0.009192118368124388,2.0304076457227778,0.007779149683549177
diluted,0.25,1024,1.9888370832711482,0.012380814693323671,2.0411943619041883,0.006992137505984006
diluted,0.25,2048,2.0410737544626496,0.011686209882964644,2.0548589274770315,0.0063077534083919124
diluted,0.25,4096,2.0442422603236703,0.010567349443675498,2.0413244917999185,0.006500594771779472
diluted,0.25,8192,2.0416889087714223,0.009369799122007225,2.0420053470419086,0.005331373116357179
