L,k,LogSweeps,mean,sem,knorm
32,10000,10,218.34541260673097,0.025269239061838405,1.0
32,11000,10,110.52970680209343,0.019143879817179098,1.4142135623730951
32,11110,10,55.7558598685267,0.00534592572903923,2.0
32,20000,10,56.37426184256758,0.0047738737446559425,2.0
