N,b,r,mean,sem
1024,14,0,1.0,0.0
1024,14,1,0.3376665731,0.00250312109026
1024,14,3,0.2511016122,0.00294508700891
1024,14,7,0.20105034929,0.00322350177411
1024,14,15,0.16672776343,0.0034328726647
1024,14,31,0.140504102969,0.00360920233073
1024,14,63,0.11846844378,0.00376696723927
1024,14,127,0.100160837206,0.00386279204441
1024,14,255,0.0842353213443,0.00397056459273
1024,14,511,0.0748249687231,0.00417188651101
