sigma,L,T,mean,sem
0.0,2048,0.75,12.708790414335782,0.07649679568013103
0.0,2048,0.775,10.51468567973102,0.06518291396649208
0.0,2048,0.8,8.583093413417346,0.05510063958052529
0.0,2048,0.825,6.878035850551225,0.045545894697203784
0.0,2048,0.85,5.432990607752708,0.037214691285910685
0.0,2048,0.875,4.2061991300568655,0.029350388026092307
0.0,2048,0.9,3.2079924993006816,0.02260648883412564
0.0,2048,0.925,2.409162302314397,0.01671453436913276
0.0,2048,0.95,1.7946747313867055,0.011835253116245592
0.0,2048,0.975,1.335827938737238,0.008027364991257627
0.0,2048,1.0,1.003419542408057,0.005194391926370184
0.0,2048,1.025,0.7695414324624458,0.0032259717603861354
0.0,2048,1.05,0.6061348496191344,0.0019625875786886122
0.0,2048,1.075,0.4922277421595485,0.001175339169330361
0.0,2048,1.1,0.4119220833760041,0.000710915434974159
0.0,2048,1.125,0.35390682266175866,0.0004337946821075976
0.0,2048,1.15,0.3111136345208201,0.00028270879252814565
0.0,2048,1.175,0.27843293251947226,0.00018893165057878064
0.0,2048,1.2,0.25323512253288605,0.0001358871636240714
0.0,2048,1.225,0.2330103705080634,0.0001005521374338813
0.0,2048,1.25,0.2165450982748156,7.766695329941082e-05
0.0,2048,1.275,0.20306295570633026,6.631384608063143e-05
0.0,2048,1.3,0.1917269977304365,5.603423964236289e-05
0.0,2048,1.325,0.18202230916865306,4.903745305338958e-05
0.0,2048,1.35,0.1738354325782117,4.4338196467928773e-05
0.0,2048,1.375,0.16665485999016447,4.1652935695149014e-05
0.0,2048,1.4,0.16033973048941827,3.924508038786632e-05
0.0,2048,1.425,0.15484943403056556,3.6961558373131925e-05
0.0,2048,1.45,0.1498923340393294,3.4972102361454914e-05
0.0,2048,1.475,0.14550126696919122,3.4129684608654026e-05
0.0,2048,1.5,0.14150917963011433,3.2819025022953557e-05
