Sigma,N,Q,Mean,Mean_err,Median,Median_err
0.896,1024,0.0,0.0,0.0,0.0,0.0
0.896,1024,0.001953125,0.0003567743386830626,1.8901147920073106e-05,7.637739181516418e-07,1.0615779795087083e-07
0.896,1024,0.00390625,0.0007136192107840557,3.7783388998387166e-05,1.5382617712019075e-06,2.1501288339977395e-07
0.896,1024,0.005859375,0.0010704713812847043,5.662313948596701e-05,2.3010224103928715e-06,3.1009330604247803e-07
0.896,1024,0.0078125,0.0014272643456343774,7.539370964513897e-05,3.1092017889031073e-06,4.176866672368488e-07
0.896,1024,0.009765625,0.001784090250053628,9.408189857797904e-05,3.898188471794869e-06,5.345418988986876e-07
0.896,1024,0.01171875,0.002140925686948621,0.00011266719057376621,4.7773867845546004e-06,6.814162889443473e-07
0.896,1024,0.013671875,0.0024977352593936433,0.00013113176987878864,5.592852830888313e-06,7.883066032167993e-07
0.896,1024,0.015625,0.0028545151048222166,0.00014946198131907956,6.4417272806176975e-06,9.133083723307242e-07
0.896,1024,0.017578125,0.003211215204407218,0.0001676410980583989,7.320836186410199e-06,1.059094279639543e-06
0.896,1024,0.01953125,0.0035677796968358435,0.00018565448638549603,8.216366171839292e-06,1.1903783757294718e-06
0.896,1024,0.021484375,0.0039241902859044496,0.00020349299528547242,9.122237563135101e-06,1.324578888106952e-06
0.896,1024,0.0234375,0.00428042279840931,0.00022114941221043792,1.0060355067254187e-05,1.4235896471762392e-06
0.896,1024,0.025390625,0.0046363963589175616,0.00023861504198167784,1.1109143495559314e-05,1.5880135138971812e-06
0.896,1024,0.02734375,0.004992075018260082,0.00025588494931329004,1.213261485099584e-05,1.6718838571653783e-06
0.896,1024,0.029296875,0.005347420979134945,0.00027295252955199283,1.3157218694687025e-05,1.8587369654659753e-06
0.896,1024,0.03125,0.005702411342263402,0.0002898145053124847,1.4258161187171347e-05,1.976243838898367e-06
0.896,1024,0.033203125,0.006057017748686673,0.00030647041577675557,1.5236169099808582e-05,2.098196969411707e-06
0.896,1024,0.03515625,0.006411226762571595,0.0003229193925918924,1.645670831203558e-05,2.3056536152302204e-06
