sigma,L,T,mean,sem
0.25,256,0.5,0.8030457444562868,0.001259755040510572
0.25,256,0.525,0.7901967128439491,0.0012848148717315255
0.25,256,0.55,0.7758526214536384,0.0013171578490741135
0.25,256,0.575,0.7603101180330301,0.0013469683350865235
0.25,256,0.6,0.7429538686513193,0.0013817717367513676
0.25,256,0.625,0.7231410453891196,0.0014200642888525278
0.25,256,0.65,0.7012721154400826,0.00146044658524264
0.25,256,0.675,0.6771571469520133,0.0014997040325950381
0.25,256,0.7,0.6499019307526664,0.0015410329410152125
0.25,256,0.725,0.6196086840564856,0.0015815819511426274
0.25,256,0.75,0.586221365226957,0.0016179851381155114
0.25,256,0.775,0.5497577985610326,0.0016433950363192705
0.25,256,0.8,0.5102863201100217,0.0016564694218629025
0.25,256,0.825,0.4681630619682867,0.0016513252887276173
0.25,256,0.85,0.4238267864241834,0.0016283527468262148
0.25,256,0.875,0.37781734862677663,0.0015795053625012082
0.25,256,0.9,0.33199244237725745,0.0015013887126353966
0.25,256,0.925,0.28682701447287345,0.0014025080269460628
0.25,256,0.95,0.2440523511066265,0.001276337516506218
0.25,256,0.975,0.2044638999547964,0.0011476992461266168
0.25,256,1.0,0.1692121495939646,0.0010107075657326836
0.25,256,1.025,0.13809636769892886,0.0008920955480055592
0.25,256,1.05,0.11261964441729573,0.0007631991547903345
0.25,256,1.075,0.09123367583762143,0.0006602925822529678
0.25,256,1.1,0.07433909295282227,0.000560261327724535
0.25,256,1.125,0.06096859558272864,0.00048471581906152735
0.25,256,1.15,0.05068771610977827,0.0004112258829936326
0.25,256,1.175,0.04250888551054656,0.0003527183256357704
0.25,256,1.2,0.036133670110216336,0.0003012476652764047
0.25,256,1.225,0.030843056865670807,0.0002709581654381074
0.25,256,1.25,0.02767227880755135,0.0002327867585785476
0.25,256,1.275,0.02435088782152926,0.0002183121074288357
0.25,256,1.3,0.021742024828491503,0.00020684401419448524
0.25,256,1.325,0.019995692547434274,0.00019764942673087085
0.25,256,1.35,0.018322847627061576,0.00019369362978112275
0.25,256,1.375,0.016782162275262982,0.00018914846116583603
0.25,256,1.4,0.015870469259367092,0.0001902462079961097
0.25,256,1.425,0.014665817029062743,0.00018760955713054316
0.25,256,1.45,0.013685871464831864,0.000188305515898861
0.25,256,1.475,0.012953689214913655,0.0001889679145982713
0.25,256,1.5,0.012049910765226544,0.00018732687070271376
0.25,256,1.525,0.011470338072609351,0.000188206682417724
0.25,256,1.55,0.01161646585032844,0.0001881020365123455
0.25,256,1.575,0.010594941682063264,0.00018871753716961047
0.25,256,1.6,0.010461392797608745,0.00018718457855342423
