b,mean,sem
1,0.34615436307,0.00238741759738
2,0.234211882681,0.00282635249822
3,0.151442062128,0.0032387092152
4,0.0803952373729,0.00344833660156
5,0.0293199285553,0.00339304316338
6,0.00554197512716,0.00323411131805
7,5.52213430715e-05,0.00311122343459
8,-0.00067486747994,0.00299196266851
9,-0.000588403183392,0.00293129530739
10,-0.00114351123482,0.00289379733105
