Sigma,N,Delta,Delta_err
0.0,64,0.0001973164956590371,0.0001973164956590371
0.0,128,0.0016974726518294984,0.0005658242172764995
0.0,256,0.007079646017699115,0.0011799410029498525
0.0,512,0.01723792343154941,0.0018588130878925042
0.0,1024,0.04223968565815324,0.0037189969520630473
