s,L,mean,std
1.5,8,1.4235699172408318,0.00443193161981012
1.5,12,1.5823737509014217,0.005153757396290885
1.5,16,1.677387782443741,0.005470958224293835
1.5,24,1.7781427160729306,0.005991511887038612
