sigma,L,T,mean,sem
0.0,512,0.75,5.852120069400032,0.01973130521223121
0.0,512,0.775,5.006848452280013,0.017224843349506976
0.0,512,0.8,4.253430676479995,0.014882864646493419
0.0,512,0.825,3.5869738708399987,0.012690135644311762
0.0,512,0.85,3.0081324834799967,0.01067469154295045
0.0,512,0.875,2.5103883705599905,0.00884189469230388
0.0,512,0.9,2.0890601517199947,0.007225921302340631
0.0,512,0.925,1.7364383045199965,0.005799136085527568
0.0,512,0.95,1.4461920721600006,0.004581721694085971
0.0,512,0.975,1.2089490746440004,0.0035596979449166477
0.0,512,1.0,1.0181271837080037,0.0027187547473889765
0.0,512,1.025,0.8651560413959971,0.0020530632348488725
0.0,512,1.05,0.7435595880159976,0.0015347213666855439
0.0,512,1.075,0.6471390450759982,0.0011389082987030756
0.0,512,1.1,0.5701558945800017,0.0008390848661405393
0.0,512,1.125,0.5085800511560001,0.0006195246265388798
0.0,512,1.15,0.4591061327879998,0.0004597460733232181
0.0,512,1.175,0.4188577438319995,0.0003434973696138475
0.0,512,1.2,0.3858036803960012,0.00026009581949383733
0.0,512,1.225,0.3585740690520012,0.0002003533695127587
0.0,512,1.25,0.3355193674720023,0.00015581796794070105
0.0,512,1.275,0.3162066734000012,0.00012434217918006258
0.0,512,1.3,0.2996819813000001,0.00010000836931451156
0.0,512,1.325,0.28549411848799783,8.29155247777679e-05
0.0,512,1.35,0.2730454959360008,6.950691048450186e-05
0.0,512,1.375,0.2622147724120001,5.9340609032837635e-05
0.0,512,1.4,0.2527457004960015,5.153371936478581e-05
0.0,512,1.425,0.2441958815760005,4.5509443759797525e-05
0.0,512,1.45,0.2366133548160003,4.0628171141416575e-05
0.0,512,1.475,0.2298227189920008,3.731752900949943e-05
0.0,512,1.5,0.22375752295599968,3.462045261071559e-05
0.0,512,1.525,0.21834448822400127,3.180096447365691e-05
0.0,512,1.55,0.2132565242599989,2.9794734710724988e-05
