Sigma,N,Delta,Delta_err
0.0,64,0.044396211523283345,0.0029597474348855564
0.0,128,0.08638249717087891,0.004036389015283421
0.0,256,0.16322517207472959,0.0056656284329942705
0.0,512,0.2609741431148527,0.007232559050979642
0.0,1024,0.3470857891290111,0.010660655269220502
