sigma,z,L,T,mean,sem
0.0,6,4096,1.9,0.3840132008871209,0.0032770840719463464
0.0,6,4096,1.925,0.3427509462258205,0.0032245705878744873
0.0,6,4096,1.95,0.3012438345067246,0.0031363798338228496
0.0,6,4096,1.975,0.2600847494883942,0.003043970560534751
0.0,6,4096,2.0,0.22160524850063584,0.0029084312199107983
0.0,6,4096,2.025,0.18387134303698507,0.002826669247043472
0.0,6,4096,2.05,0.15055899827221705,0.002721462081827852
0.0,6,4096,2.075,0.12166716965556572,0.0024940214499226915
0.0,6,4096,2.1,0.09650826136595372,0.002364251293460724
0.0,6,4096,2.125,0.0760309977731191,0.002112123341741713
0.0,6,4096,2.15,0.058220621538476715,0.00197366328655646
0.0,6,4096,2.175,0.04573058039890186,0.0018020441158294433
0.0,6,4096,2.2,0.03573825367506487,0.0015824373111590286
0.0,6,4096,2.225,0.02770008985235744,0.0013673795886644914
0.0,6,4096,2.25,0.022205132139884298,0.0011240369952197917
0.0,6,4096,2.275,0.017942516077580118,0.0009374154474050927
0.0,6,4096,2.3,0.013996272506526951,0.0008037955390360732
0.0,6,4096,2.325,0.01194904931516447,0.0007540447605735019
0.0,6,4096,2.35,0.01019761457292542,0.0006386403048753509
0.0,6,4096,2.375,0.008360942821298413,0.0006056504888469474
0.0,6,4096,2.4,0.008224993912985494,0.0005913737133881245
0.0,6,4096,2.425,0.007220282051890924,0.0005693239320735563
0.0,6,4096,2.45,0.006131383465616764,0.0005546471038182944
0.0,6,4096,2.475,0.005176321467292243,0.0005460659381291733
0.0,6,4096,2.5,0.004476741461098838,0.0005478110858708706
