-1.000000000000000000e+00,0.000000000000000000e+00
-9.842519685039370358e-01,0.000000000000000000e+00
-9.685039370078740717e-01,1.335144042963026429e-05
-9.527559055118109965e-01,1.258850097649756280e-03
-9.370078740157480324e-01,2.308082580575699511e-02
-9.212598425196850682e-01,1.705722808844578053e-01
-9.055118110236219930e-01,6.486759185848756104e-01
-8.897637795275590289e-01,1.517702102668602615e+00
-8.740157480314960647e-01,2.451471328729281307e+00
-8.582677165354331006e-01,2.973484039302012771e+00
-8.425196850393701364e-01,2.842967987058830026e+00
-8.267716535433070613e-01,2.280290603628503554e+00
-8.110236220472440971e-01,1.611370086668590496e+00
-7.952755905511811330e-01,1.082590103155059102e+00
-7.795275590551180578e-01,7.483062744127026988e-01
-7.637795275590550936e-01,5.810298919743244195e-01
-7.480314960629921295e-01,5.332984924287306194e-01
-7.322834645669291653e-01,5.477390289215287034e-01
-7.165354330708662012e-01,5.594329834047271355e-01
-7.007874015748031260e-01,5.373840332031301070e-01
-6.850393700787401619e-01,4.739284515352983340e-01
-6.692913385826771977e-01,3.866691589349897096e-01
-6.535433070866141225e-01,3.061542510988401466e-01
-6.377952755905511584e-01,2.486915588377276443e-01
-6.220472440944881942e-01,2.120304107673324223e-01
-6.062992125984252301e-01,1.990814208991741052e-01
-5.905511811023622659e-01,2.155132293702119450e-01
-5.748031496062991907e-01,2.647533416748454882e-01
-5.590551181102362266e-01,3.279590606693972843e-01
-5.433070866141732624e-01,3.954696655269885341e-01
-5.275590551181101873e-01,4.759235382072980469e-01
-5.118110236220472231e-01,5.979843139583221889e-01
-4.960629921259842590e-01,7.536773681663019309e-01
-4.803149606299212948e-01,8.965911865278833881e-01
-4.645669291338583307e-01,9.503517150910762989e-01
-4.488188976377952555e-01,8.746147155774862680e-01
-4.330708661417322913e-01,6.969528198207093350e-01
-4.173228346456693272e-01,4.894275665240963025e-01
-4.015748031496062520e-01,3.180465698252386009e-01
-3.858267716535432879e-01,2.107639312748526006e-01
-3.700787401574803237e-01,1.569976806642995881e-01
-3.543307086614173596e-01,1.417655944838215609e-01
-3.385826771653543954e-01,1.478576660153407829e-01
-3.228346456692913202e-01,1.593456268313392654e-01
-3.070866141732283561e-01,1.670722961426982789e-01
-2.913385826771653919e-01,1.694126129145379633e-01
-2.755905511811023167e-01,1.738624572754974007e-01
-2.598425196850393526e-01,1.831474304191761659e-01
-2.440944881889763884e-01,2.034950256345335329e-01
-2.283464566929134243e-01,2.204818725586913108e-01
-2.125984251968504601e-01,2.264137268057305474e-01
-1.968503937007873850e-01,2.120704650879723929e-01
-1.811023622047244208e-01,1.901588439942152597e-01
-1.653543307086614567e-01,1.714954376217376897e-01
-1.496062992125983815e-01,1.640739440914986413e-01
-1.338582677165354173e-01,1.626586914060588474e-01
-1.181102362204724532e-01,1.607379913324590848e-01
-1.023622047244094890e-01,1.482868194579007315e-01
-8.661417322834652488e-02,1.248016357420637656e-01
-7.086614173228344971e-02,9.691047668414738692e-02
-5.511811023622048555e-02,7.320594787519046909e-02
-3.937007874015752140e-02,5.777740478591248535e-02
-2.362204724409444623e-02,5.024337768575345975e-02
