s,L,mean,std
1.5,8,1.9233234622396358,0.01797093551257713
1.5,12,1.9662913391201615,0.016385387118198907
1.5,16,2.0207316334832597,0.017210533781522083
1.5,24,2.129712802701187,0.018667343222435535
