sigma,L,T,mean,sem
0.0,1024,0.75,0.7035093385050338,0.001979387630362526
0.0,1024,0.775,0.6726381511230631,0.0020542421489612183
0.0,1024,0.8,0.6350532975525541,0.0021346152108290845
0.0,1024,0.825,0.5911117874319514,0.002211467720780816
0.0,1024,0.85,0.5396893280169345,0.0022722966211422787
0.0,1024,0.875,0.4811622623419453,0.00229292025171603
0.0,1024,0.9,0.4161123490631025,0.002260456142016909
0.0,1024,0.925,0.3468784546768422,0.0021425961534156123
0.0,1024,0.95,0.2769735669471714,0.0019389415828021614
0.0,1024,0.975,0.2109681483112324,0.0016645081898501474
0.0,1024,1.0,0.1528850300352068,0.0013688675391001926
0.0,1024,1.025,0.10623500193098756,0.0011071808996453174
0.0,1024,1.05,0.07190412824882637,0.0008717980368396933
0.0,1024,1.075,0.04802439289992005,0.0006968855392912687
0.0,1024,1.1,0.03304460496921242,0.0005286954334871972
0.0,1024,1.125,0.0233616503804512,0.00042174059847287253
0.0,1024,1.15,0.01696611432116701,0.0003468555924759513
0.0,1024,1.175,0.013420447275419587,0.0003043855170921209
0.0,1024,1.2,0.010207995899991116,0.00028082976796814195
0.0,1024,1.225,0.008651641292272572,0.0002744026002567536
0.0,1024,1.25,0.007426090041394436,0.0002710764506105463
0.0,1024,1.275,0.007118569121694987,0.00027011376964070777
0.0,1024,1.3,0.006064759153375796,0.00026999558864273306
0.0,1024,1.325,0.00571078565825509,0.0002666520040329996
0.0,1024,1.35,0.004395860820984943,0.00026955239652249973
0.0,1024,1.375,0.004502388941903693,0.0002703608898608585
0.0,1024,1.4,0.004192440688702161,0.00027382571446536556
0.0,1024,1.425,0.0039392706753047435,0.00026929599576620654
0.0,1024,1.45,0.003358797586754651,0.00027579151234532334
0.0,1024,1.475,0.002952155193765513,0.0002767271019123042
0.0,1024,1.5,0.002866647699469042,0.00027504975031831874
