Sigma,N,Q,Mean,Mean_err,Median,Median_err
0.0,1024,0.0,0.0,0.0,0.0,0.0
0.0,1024,0.001953125,0.0008304760826125829,3.695323076809606e-05,2.0359039306640624e-05,2.490480939706429e-06
0.0,1024,0.00390625,0.0016618127829121387,7.394829841897862e-05,4.0798187255859376e-05,4.941141567923342e-06
0.0,1024,0.005859375,0.002493196948338117,0.00011086193235643478,6.148242950439453e-05,7.43436743370715e-06
0.0,1024,0.0078125,0.0033241308196042202,0.0001476469457787526,8.301639556884766e-05,1.0882289319135505e-05
0.0,1024,0.009765625,0.004155107784208786,0.00018427907768228845,0.00010419845581054688,1.2183748916036034e-05
0.0,1024,0.01171875,0.004986227768733756,0.0002207223005902567,0.00012723159790039063,1.5629463565385008e-05
0.0,1024,0.013671875,0.0058176625219918425,0.00025701011867074875,0.00015056419372558592,1.870572890801294e-05
0.0,1024,0.015625,0.006649275269474012,0.0002930923237345555,0.00017574310302734375,2.2720300990750644e-05
0.0,1024,0.017578125,0.0074802191333983095,0.00032888909526538885,0.00019873428344726563,2.4910874221938707e-05
0.0,1024,0.01953125,0.008311424680059068,0.00036439447355119244,0.00022259235382080078,2.8306782112294057e-05
0.0,1024,0.021484375,0.00914341402584693,0.0003996114674265328,0.00024660778045654296,3.2419429187328535e-05
0.0,1024,0.0234375,0.009975317184957868,0.000434488786693563,0.000271693229675293,3.7919079729534505e-05
0.0,1024,0.025390625,0.010807558845365134,0.00046904198520241673,0.0002982206344604492,4.0955058909857844e-05
0.0,1024,0.02734375,0.011640307008634616,0.0005032753164810782,0.00032483577728271485,4.3277379907896956e-05
0.0,1024,0.029296875,0.012474049441394418,0.0005371625375690952,0.0003511333465576172,4.822512342200698e-05
0.0,1024,0.03125,0.013308031073409745,0.0005707196141865137,0.00038313865661621094,5.0231863413684286e-05
0.0,1024,0.033203125,0.014140474460604305,0.000603840584944796,0.00041322135925292967,5.831742163363432e-05
0.0,1024,0.03515625,0.014972403850443003,0.000636523956311424,0.0004475126266479492,6.198819168870728e-05
0.0,1024,0.037109375,0.015804589302147926,0.0006688156228340615,0.00047910499572753905,6.650662670275118e-05
0.0,1024,0.0390625,0.01663730686290169,0.0007007315640583224,0.0005128879547119141,6.846965448682758e-05
0.0,1024,0.041015625,0.017471175452971194,0.0007323551053538161,0.0005480060577392578,7.519289118397779e-05
0.0,1024,0.04296875,0.01830494723916444,0.0007635964855327474,0.0005786447525024414,7.788332647320014e-05
0.0,1024,0.044921875,0.019138442353633937,0.0007944399180364063,0.0006183652877807617,8.057834422429981e-05
0.0,1024,0.046875,0.019972694411961645,0.0008249567853495964,0.0006570854187011719,8.9709911604113e-05
0.0,1024,0.048828125,0.020806857785447875,0.000855094827454001,0.0006931076049804687,9.112091895513079e-05
0.0,1024,0.05078125,0.021640808814947482,0.0008848338060988639,0.0007267274856567383,9.467645076716464e-05
0.0,1024,0.052734375,0.02247605889001233,0.0009142658295969528,0.0007631721496582032,9.396150816061834e-05
0.0,1024,0.0546875,0.02331223953137151,0.0009434079661840275,0.0008012762069702148,0.00010125112817468816
0.0,1024,0.056640625,0.024148275903728013,0.0009721851883694768,0.0008404808044433594,0.00010333087807969638
0.0,1024,0.05859375,0.024984909337411616,0.001000674495531669,0.0008768863677978515,0.00010481008289374961
0.0,1024,0.060546875,0.02582160147796211,0.001028835708884905,0.0009192543029785156,0.0001123688543203113
0.0,1024,0.0625,0.02665756915079353,0.0010566480502257017,0.0009598350524902344,0.00011271322947484516
0.0,1024,0.064453125,0.027493713568766755,0.0010841407447396674,0.0010034971237182617,0.00011276248769950557
0.0,1024,0.06640625,0.028331211991925294,0.001111335053015585,0.0010454483032226562,0.00011639815551868813
0.0,1024,0.068359375,0.02916858862956209,0.0011382791219083663,0.0011006898880004882,0.0001223562631591257
0.0,1024,0.0703125,0.030004554428770095,0.0011648948929936626,0.0011450815200805663,0.0001226275432549928
0.0,1024,0.072265625,0.030840757553610213,0.0011911972315941364,0.001210097312927246,0.0001310654287008468
0.0,1024,0.07421875,0.03167809859240219,0.0012172546117757961,0.0012511310577392578,0.00013927407176022842
0.0,1024,0.076171875,0.032515373429833634,0.0012430218282522816,0.0013157529830932616,0.000149526587286859
0.0,1024,0.078125,0.03335125678961154,0.0012684778495440868,0.0013761167526245117,0.00014842467489129484
0.0,1024,0.080078125,0.03418715326475332,0.0012936481980377482,0.001442361831665039,0.00015223932896339732
0.0,1024,0.08203125,0.03502300165022754,0.001318541888026267,0.0015182275772094727,0.00016262923602005448
0.0,1024,0.083984375,0.03585881318777468,0.0013432251219548076,0.001591404914855957,0.00017205409251580954
0.0,1024,0.0859375,0.036694349927221474,0.0013676331035586665,0.001657663345336914,0.00017558047490941463
0.0,1024,0.087890625,0.037529409517239494,0.0013917388724223588,0.0017480363845825196,0.00018372789393174326
0.0,1024,0.08984375,0.03836567821889901,0.0014156188439379085,0.0018249416351318359,0.00019653447808970883
