L,Temp,mean,sem
14,8.414339,0.977235564,0.000116478913
14,8.41943,0.97437754,0.000120582125
14,8.424522,0.97092249,0.000149480431
14,8.429614,0.966942726,0.000164669073
14,8.434706,0.962019076,0.000199320309
14,8.439797,0.954885539,0.000252308694
14,8.444889,0.94733607,0.000267928593
14,8.449981,0.936116359,0.000373786742
14,8.455073,0.921005533,0.000423504633
14,8.460164,0.898373146,0.000553524443
14,8.465256,0.87018718,0.000682997646
14,8.470348,0.833707953,0.00093317831
14,8.47544,0.785243387,0.00112945042
14,8.480531,0.725859136,0.0013382691
14,8.485623,0.661920756,0.0018021252
14,8.490715,0.596030493,0.0022670685
14,8.495806,0.526103078,0.00245679559
14,8.500898,0.460048432,0.00274229812
14,8.50599,0.392243366,0.0033782332
14,8.511082,0.339176456,0.00373044215
14,8.516173,0.284797886,0.00391653627
14,8.521265,0.250399355,0.00442791784
14,8.526357,0.209188988,0.00496496421
14,8.531449,0.176748956,0.00487015402
14,8.53654,0.152675797,0.00512945194
14,8.541632,0.12816954,0.00580984543
14,8.546724,0.113818071,0.0054026041
14,8.551816,0.0951031065,0.00607714511
14,8.556907,0.0765564128,0.00638701233
14,8.561999,0.0701588759,0.00694548416
14,8.567091,0.073127927,0.00606887615
14,8.572183,0.0404488449,0.00710946587
#14,8.77846,-0.0025880879,0.00436414268
