s,L,mean,std
2.0,8,1.5387279860122038,0.005709090452667612
2.0,10,1.59052477296802,0.00591645607784967
2.0,12,1.6352165540041639,0.006157160997070306
2.0,14,1.6607765385792255,0.005895274484022177
2.0,16,1.6976997466193031,0.006452705682833883
2.0,18,1.7130335711298996,0.006292255887600725
2.0,24,1.775648815196314,0.004092139643248441
2.0,32,1.8109203391041317,0.004544381807451197
