L,Temp,LogSweeps,mean,sem
8,8.753552,10,0.623216889803,0.00102338061566
8,8.76068,10,0.57551529636,0.00113163550871
8,8.767808,10,0.53438251826,0.00126153833642
8,8.774936,10,0.4874663752,0.00130183673494
#8,8.77846,10,0.469713829866,0.00400541183683
8,8.782064,10,0.448132908799,0.00137798214948
8,8.789192,10,0.408336214238,0.00160655516335
8,8.79632,10,0.373548103507,0.00162207143106
8,8.803448,10,0.336508009202,0.00168575365539
