d,L,Q,Av,Median
4,6,0.0,0.0005982730000000001,2.0086800000000002e-05
4,6,0.00154321,0.00118574,6.07967e-05
4,6,0.00308642,0.00177313,9.91821e-05
4,6,0.00462963,0.0023604,0.000138819
4,6,0.00617284,0.002948,0.00018030400000000003
4,6,0.00771605,0.00353526,0.000220835
4,6,0.00925926,0.00412266,0.00026226099999999996
4,6,0.010802500000000001,0.00470999,0.000301958
4,6,0.012345700000000001,0.00529747,0.000343681
4,6,0.013888900000000001,0.00588445,0.000384807
4,6,0.015432099999999999,0.00647172,0.000423551
4,6,0.0169753,0.00705907,0.000465274
4,6,0.0185185,0.00764612,0.000506401
4,6,0.020061700000000002,0.00823348,0.000549078
4,6,0.0216049,0.00882068,0.000588477
4,6,0.023148099999999998,0.00940775,0.000627875
4,6,0.024691400000000002,0.00999522,0.0006740089999999999
4,6,0.0262346,0.0105827,0.000718355
4,6,0.027777800000000002,0.011170000000000001,0.00076437
4,6,0.029320999999999996,0.011757,0.000809789
4,6,0.030864199999999998,0.0123439,0.000858843
4,6,0.0324074,0.012931,0.000904858
4,6,0.0339506,0.013518299999999999,0.000950515
4,6,0.035493800000000006,0.014105100000000002,0.000994742
4,6,0.037037,0.014692199999999999,0.00103867
4,6,0.038580199999999995,0.015279,0.00108368
4,6,0.0401235,0.0158658,0.0011447
4,6,0.041666699999999994,0.016452200000000004,0.00119162
4,6,0.043209899999999996,0.017039099999999998,0.00123852
4,6,0.044753100000000004,0.0176257,0.00128489
4,6,0.046296300000000006,0.0182123,0.0013268
4,6,0.0478395,0.018798500000000003,0.00137717
4,6,0.0493827,0.0193847,0.00142879
4,6,0.0509259,0.019971,0.0014754000000000002
4,6,0.052469100000000005,0.0205571,0.00153023
4,6,0.054012300000000006,0.021143099999999998,0.00157887
4,6,0.055555600000000004,0.021729,0.00165104
4,6,0.057098800000000005,0.0223145,0.00169892
4,6,0.05864199999999999,0.022900099999999996,0.00176436
4,6,0.060185199999999994,0.0234855,0.00182366
4,6,0.061728399999999996,0.024071000000000002,0.00188583
4,6,0.0632716,0.024656400000000002,0.00194841
4,6,0.0648148,0.0252417,0.0019977
4,6,0.066358,0.025826799999999997,0.00205582
4,6,0.0679012,0.0264115,0.00211382
4,6,0.06944439999999999,0.026996199999999998,0.00216609
4,6,0.0709877,0.0275808,0.00222087
4,6,0.0725309,0.028165100000000002,0.00228542
4,6,0.0740741,0.028749599999999997,0.00234431
4,6,0.0756173,0.029334,0.00239223
4,6,0.0771605,0.0299183,0.00246196
4,6,0.07870369999999999,0.0305022,0.00252366
4,6,0.0802469,0.031086000000000003,0.00260496
4,6,0.0817901,0.0316696,0.00267994
4,6,0.08333330000000001,0.0322534,0.0027467
4,6,0.0848765,0.032836800000000006,0.0028289
4,6,0.08641979999999999,0.0334202,0.00291848
4,6,0.087963,0.0340037,0.00300133
4,6,0.08950620000000001,0.034587099999999996,0.00308192
4,6,0.09104939999999999,0.0351704,0.00314366
4,6,0.09259260000000001,0.0357535,0.00323343
4,6,0.0941358,0.0363367,0.00336355
4,6,0.095679,0.0369198,0.0034349000000000003
4,6,0.0972222,0.0375028,0.00350136
4,6,0.0987654,0.038086,0.00357813
4,6,0.10030900000000001,0.038669199999999994,0.00370974
4,6,0.101852,0.0392524,0.00384235
4,6,0.103395,0.0398355,0.00394666
4,6,0.10493800000000002,0.040418699999999995,0.00403672
4,6,0.10648099999999999,0.0410019,0.00413394
4,6,0.108025,0.0415851,0.00424057
4,6,0.10956800000000001,0.0421684,0.00435453
4,6,0.11111099999999999,0.042752,0.00443613
4,6,0.11265399999999999,0.0433356,0.00453662
4,6,0.11419800000000001,0.0439198,0.00463975
4,6,0.11574100000000001,0.0445041,0.00471675
4,6,0.11728399999999999,0.0450884,0.00480765
4,6,0.118827,0.0456733,0.00491714
4,6,0.12037,0.046258099999999996,0.00503522
4,6,0.12191400000000001,0.0468434,0.00512975
4,6,0.123457,0.047429,0.00524544
4,6,0.125,0.0480149,0.00537878
4,6,0.12654300000000002,0.0486012,0.00553042
4,6,0.12808599999999998,0.049187699999999994,0.00570619
4,6,0.12963,0.049774900000000004,0.00587338
4,6,0.131173,0.0503625,0.0060305
4,6,0.132716,0.0509505,0.00609357
4,6,0.134259,0.0515389,0.00620961
4,6,0.135802,0.0521284,0.00636303
4,6,0.137346,0.052717999999999994,0.00647294
4,6,0.138889,0.0533082,0.00665122
4,6,0.140432,0.0538991,0.00685805
4,6,0.141975,0.0544904,0.0069881
4,6,0.143519,0.055082400000000004,0.00723898
4,6,0.145062,0.055675199999999994,0.00738454
4,6,0.14660499999999999,0.0562689,0.00763059
4,6,0.148148,0.056863,0.00785142
4,6,0.14969100000000002,0.0574575,0.00803876
4,6,0.15123499999999998,0.058053099999999996,0.00830627
4,6,0.152778,0.058649400000000004,0.00839174
4,6,0.154321,0.0592466,0.00861215
4,6,0.155864,0.059844600000000005,0.00871795
4,6,0.157407,0.0604432,0.00887907
4,6,0.158951,0.0610429,0.00902951
4,6,0.160494,0.061643100000000006,0.00920755
4,6,0.162037,0.0622447,0.00939441
4,6,0.16358,0.0628467,0.00963103
4,6,0.165123,0.0634501,0.00986099
4,6,0.166667,0.06405419999999999,0.0100897
