L,Temp,mean,sem,TL_mean,TL_std,chiTL_mean,chiTL_std
20,7.9,624490.2799999999,35.855225532428456,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,7.945,575658.7266666667,30.246504546479677,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,7.9910000000000005,525935.8333333335,23.236142952083764,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.036,477786.29333333345,30.1500186005831,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.082,429010.4266666666,28.041196591748662,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.127,381996.8866666667,26.376143516079196,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.172,335836.6733333334,30.283107448118948,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.218,289801.0606666666,27.82392469803319,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.263,246140.3233333334,27.85664322727385,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.309,203300.92066666673,21.684436170610915,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.354,163555.84999999998,27.035841657003733,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.4,125530.11533333332,25.849089911176076,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.445,91542.504,19.022110566769207,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.49,61330.42599999999,19.137385649186253,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.536,35283.626000000004,17.63789761588803,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.581,15427.347733333336,13.074907870098029,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.599783,8985.414716666668,6.5807385168494275,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.599783,8985.41471666667,6.580738516823082,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.601830999999999,8348.102016666671,7.423776243774315,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.601830999999999,8348.10201666667,7.4237762437836565,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.603879,7728.737100000005,7.3888916633394075,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.603879,7728.7370999999985,7.388891663362871,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.605928,7098.208833333333,7.763052844321237,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.605928,7098.20883333333,7.76305284433687,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.607975999999999,6499.383116666669,6.661745773929952,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.607975999999999,6499.383116666669,6.661745773929953,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.610025,5920.303949999999,7.165267943471322,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.610025,5920.303950000001,7.165267943468902,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.612072999999999,5324.248333333334,6.729094603055323,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.612072999999999,5324.248333333334,6.729094603056612,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.614122,4746.5476999999955,6.826686825859955,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.614122,4746.5477,6.826686825839637,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.61617,4200.900783333331,6.6921339956573345,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.61617,4200.9007833333335,6.692133995644381,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.618217999999999,3657.658516666667,6.461296424210223,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.618217999999999,3657.658516666665,6.461296424213577,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.620267,3136.0973233333334,6.353893377625945,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.620267,3136.097323333333,6.353893377630037,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.622314999999999,2657.715849999999,6.0085590155508735,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.622314999999999,2657.715849999999,6.008559015551233,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.624364,2232.058825,5.5492361698734225,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.624364,2232.058824999999,5.549236169874203,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
20,8.626412,1859.0197366666664,5.025650150729236,8.632706205962002,5.81301424752504e-05,1066.299091725597,5.3365151797661365
