model,sigma,L,Tx_G_mean,Tx_G_std,Tx_chi_mean,Tx_chi_std
complete,0.0,64,0.8798927348331601,0.005872572582995386,0.9861850971296957,0.003413403836494084
complete,0.0,128,0.9468305190535322,0.005037555671627063,0.9945590447677531,0.0030476491504003445
complete,0.0,256,0.9581423603829279,0.003627199711052354,0.9947156165130617,0.002196419656851589
complete,0.0,512,0.9851083857963713,0.003531163451017122,0.9988164321666847,0.0022242817918387632
complete,0.0,1024,0.985846232402291,0.0044721658950189905,0.9946249852493017,0.002401324909929022
complete,0.0,2048,0.9861137861642041,0.00341388992112107,0.9976516200005776,0.0023210620836313627
