Sigma,N,Q,Mean,Mean_err,Median,Median_err
0.784,256,0.0,0.0,0.0,0.0,0.0
0.784,256,0.0078125,0.0023038229035770184,6.504587537238261e-05,0.000203647530574646,1.2542756701380185e-05
0.784,256,0.015625,0.004607505421874416,0.00012971716489490324,0.00040833564528184506,2.5028730643575022e-05
0.784,256,0.0234375,0.006911342084408158,0.00019367395311062135,0.0006195290899056415,4.0182840248572986e-05
0.784,256,0.03125,0.009215141864463428,0.0002566154927338062,0.0008370835938604288,5.2612375004280237e-05
0.784,256,0.0390625,0.011518866790230661,0.0003182961649925126,0.0010709270466565835,6.709158230180969e-05
0.784,256,0.046875,0.01382268947884922,0.0003785378032433246,0.0013090426592605594,8.141431561092981e-05
0.784,256,0.0546875,0.01612686753034414,0.00043723074924259254,0.0015584094387999618,9.79989770590498e-05
0.784,256,0.0625,0.018432677687791072,0.0004943426685204825,0.0018348016297553707,0.00012230693773679555
0.784,256,0.0703125,0.020741449711002388,0.0005498956614560734,0.002121328160556718,0.00014363379894853745
0.784,256,0.078125,0.023054407334637407,0.0006039413062988054,0.0024030165509809887,0.00015771952268120348
0.784,256,0.0859375,0.02537315627522788,0.0006565580217151557,0.0027245871630166016,0.00017902399133343973
0.784,256,0.09375,0.02769981809861932,0.0007078508270634406,0.0030584786572782105,0.00020020283727260538
0.784,256,0.1015625,0.03003638701669799,0.0007579314660056892,0.0033958610670528884,0.00023407324012351396
0.784,256,0.109375,0.0323844744371661,0.0008068948867574573,0.0037910127020352913,0.0002501097969775706
0.784,256,0.1171875,0.03474617946798755,0.0008548387108302052,0.004219223067608488,0.0002918444603961498
0.784,256,0.125,0.03712317787811898,0.0009018512483278054,0.004665841330713366,0.0003516647803724621
0.784,256,0.1328125,0.03951693741088952,0.0009480074393741157,0.005127933642312734,0.0003687338377082322
0.784,256,0.140625,0.04192891745479364,0.0009933857747056215,0.00566066857709841,0.0004174732314087206
0.784,256,0.1484375,0.044360274330982274,0.0010380506351234864,0.006212458594602874,0.0004450200288908335
0.784,256,0.15625,0.04681213403860342,0.0010820548545590323,0.0067724706251897976,0.00046190481430004126
0.784,256,0.1640625,0.04928524065842997,0.001125436661779522,0.007371175218108203,0.0004853496617021473
0.784,256,0.171875,0.051780464447690674,0.0011682300754226956,0.008014105259945496,0.0004995659263760925
0.784,256,0.1796875,0.05429847391086549,0.0012104659342989587,0.008753725910276374,0.0005422789532829912
0.784,256,0.1875,0.056839276818876454,0.0012521534753851577,0.009556593037190711,0.0005997336482866697
