s,L,mean,std
1.5,8,1.4900701967098016,0.011236446566029056
1.5,12,1.604826319373555,0.010494445811226749
1.5,16,1.6550184931783896,0.009705507370923381
1.5,24,1.7378553888092885,0.010623867981044042
1.5,32,1.7882733060611178,0.008030202755881484
