quantity,Tc,Tc_err,A,A_err,Q
G,2.0741921848167038,0.01091078461486721,-7.877953847550588,1.323481480709774,0.22249496600364504
chi,2.053492482488157,0.0056637082095566706,-1.1119600649545047,0.4721625656651305,0.15350914991488163
