L,k,LogSweeps,mean,sem,knorm
8,10000,10,13.818430022722183,0.0006368900314646805,1.0
8,11000,10,7.114412791588717,0.00032214735165855856,1.4142135623730951
8,11110,10,3.618310781702456,0.00017705078374886078,2.0
8,20000,10,4.224057821205841,0.00018631904319850267,2.0
