d,L,Q,Av,Median
4,5,0.0,0.000244678,0.0
4,5,0.0016,0.00141619,0.000111103
4,5,0.0048,0.00258729,0.00022161
4,5,0.008,0.00375872,0.000332832
4,5,0.0112,0.00493006,0.000444532
4,5,0.0144,0.00610185,0.000555872
4,5,0.0176,0.00727354,0.000669062
4,5,0.0208,0.00844542,0.000786901
4,5,0.024,0.0096178,0.000908077
4,5,0.0272,0.0107904,0.00102532
4,5,0.0304,0.0119633,0.00114548
4,5,0.0336,0.013136799999999999,0.00127775
4,5,0.0368,0.0143104,0.00140584
4,5,0.04,0.0154849,0.0015387
4,5,0.0432,0.016660400000000002,0.00166643
4,5,0.0464,0.0178363,0.00179911
4,5,0.0496,0.0190134,0.00193507
4,5,0.0528,0.0201914,0.0021075
4,5,0.055999999999999994,0.0213707,0.0022726
4,5,0.0592,0.0225513,0.00242048
4,5,0.0624,0.0237331,0.00256687
4,5,0.0656,0.0249166,0.00271189
4,5,0.0688,0.026101799999999998,0.00287211
4,5,0.07200000000000001,0.0272888,0.00302875
4,5,0.0752,0.0284778,0.00319714
4,5,0.0784,0.029668700000000003,0.00337667
4,5,0.0816,0.030861799999999998,0.00352979
4,5,0.0848,0.032057,0.00373048
4,5,0.08800000000000001,0.0332546,0.00393063
4,5,0.0912,0.0344543,0.00411719
4,5,0.0944,0.0356566,0.00434107
4,5,0.0976,0.036861,0.0045233999999999995
4,5,0.1008,0.038068199999999996,0.0047642
4,5,0.10400000000000001,0.0392782,0.00498319
4,5,0.1072,0.0404907,0.00524318
4,5,0.1104,0.04170580000000001,0.00547719
4,5,0.1136,0.0429239,0.00576121
4,5,0.1168,0.044144499999999996,0.00605601
4,5,0.12,0.045368,0.00636178
4,5,0.1232,0.0465941,0.00665802
4,5,0.1264,0.047823199999999996,0.0069778
4,5,0.1296,0.049054900000000005,0.00728536
4,5,0.1328,0.0502895,0.00764823
4,5,0.136,0.05152709999999999,0.00795352
4,5,0.1392,0.0527677,0.00822383
4,5,0.1424,0.0540114,0.00861752
4,5,0.1456,0.055258,0.00891453
4,5,0.1488,0.056507400000000006,0.00918603
4,5,0.152,0.05776,0.00963664
4,5,0.1552,0.0590158,0.010093799999999998
4,5,0.1584,0.0602749,0.010407600000000001
4,5,0.1616,0.061536900000000005,0.0107675
4,5,0.1648,0.0628023,0.0112022
4,5,0.168,0.0640709,0.0116177
4,5,0.1712,0.0653427,0.011965700000000001
4,5,0.1744,0.0666177,0.0123319
4,5,0.1776,0.0678963,0.012687799999999999
4,5,0.1808,0.0691783,0.013224200000000002
4,5,0.184,0.07046369999999999,0.0136887
4,5,0.1872,0.0717524,0.014171600000000001
4,5,0.1904,0.0730454,0.0147356
4,5,0.1936,0.07434199999999999,0.0151886
4,5,0.1968,0.0756425,0.015754900000000002
4,5,0.2,0.0769466,0.0162882
4,5,0.2032,0.0782548,0.0168452
4,5,0.2064,0.0795672,0.017371400000000002
4,5,0.2096,0.0808841,0.0181458
4,5,0.2128,0.0822058,0.018856900000000003
4,5,0.21600000000000003,0.0835317,0.019490599999999997
4,5,0.2192,0.0848625,0.0204108
4,5,0.2224,0.08619760000000001,0.0211542
4,5,0.2256,0.08753810000000001,0.0219084
4,5,0.2288,0.088884,0.0225614
4,5,0.23199999999999998,0.09023489999999999,0.0232963
4,5,0.2352,0.0915914,0.023904400000000003
4,5,0.2384,0.09295360000000001,0.0245855
4,5,0.2416,0.094322,0.025337000000000002
4,5,0.2448,0.09569630000000001,0.0260801
4,5,0.248,0.0970768,0.0270102
4,5,0.2512,0.09846419999999999,0.0278938
4,5,0.2544,0.09985830000000001,0.0286126
4,5,0.2576,0.10126,0.0294392
4,5,0.2608,0.10266800000000001,0.030250799999999998
4,5,0.264,0.104084,0.031381599999999996
4,5,0.2672,0.10550799999999999,0.0325694
4,5,0.2704,0.106939,0.033425199999999995
4,5,0.2736,0.108379,0.0344451
4,5,0.2768,0.109827,0.0355318
4,5,0.28,0.111284,0.0363497
4,5,0.2832,0.11275,0.0373851
