Sigma,N,Delta,Delta_err
0.6,64,0.24579326923076922,0.007016939057747193
0.6,128,0.23791666666666667,0.007040310520298251
0.6,256,0.24479166666666666,0.007141306875417755
0.6,512,0.24444918872758326,0.00722413506220693
0.6,1024,0.25241228070175437,0.007439998006003234
