-1.000000000000000000e+00,0.000000000000000000e+00
-9.842519685039370358e-01,0.000000000000000000e+00
-9.685039370078740717e-01,0.000000000000000000e+00
-9.527559055118109965e-01,1.525878906246177679e-05
-9.370078740157480324e-01,4.177093505812511445e-04
-9.212598425196850682e-01,5.168914794956046450e-03
-9.055118110236219930e-01,3.279304504364322081e-02
-8.897637795275590289e-01,1.278858184819013921e-01
-8.740157480314960647e-01,3.363342285157909783e-01
-8.582677165354331006e-01,6.497116088939853817e-01
-8.425196850393701364e-01,9.830684661886568421e-01
-8.267716535433070613e-01,1.225618362425421548e+00
-8.110236220472440971e-01,1.308166503910209499e+00
-7.952755905511811330e-01,1.251878738406217773e+00
-7.795275590551180578e-01,1.100227355961439724e+00
-7.637795275590550936e-01,9.200782775934659430e-01
-7.480314960629921295e-01,7.557506561278898305e-01
-7.322834645669291653e-01,6.332454681407077013e-01
-7.165354330708662012e-01,5.601539611903183502e-01
-7.007874015748031260e-01,5.282745361343230694e-01
-6.850393700787401619e-01,5.109748840370456069e-01
-6.692913385826771977e-01,4.944019317631280219e-01
-6.535433070866141225e-01,4.722194671621711692e-01
-6.377952755905511584e-01,4.488620758053746274e-01
-6.220472440944881942e-01,4.309692382808972266e-01
-6.062992125984252301e-01,4.185447692869790348e-01
-5.905511811023622659e-01,4.188098907461789699e-01
-5.748031496062991907e-01,4.287433624268175425e-01
-5.590551181102362266e-01,4.371490478514563072e-01
-5.433070866141732624e-01,4.392814636229759873e-01
-5.275590551181101873e-01,4.195976257324188774e-01
-5.118110236220472231e-01,3.780250549305049779e-01
-4.960629921259842590e-01,3.159961700447539990e-01
-4.803149606299212948e-01,2.504215240479635285e-01
-4.645669291338583307e-01,1.982250213625311452e-01
-4.488188976377952555e-01,1.638565063468561400e-01
-4.330708661417322913e-01,1.475048065196585267e-01
-4.173228346456693272e-01,1.459140777593387339e-01
-4.015748031496062520e-01,1.502914428703780725e-01
-3.858267716535432879e-01,1.639194488524561288e-01
-3.700787401574803237e-01,1.817131042476535230e-01
-3.543307086614173596e-01,2.112464904780492203e-01
-3.385826771653543954e-01,2.683792114258809480e-01
-3.228346456692913202e-01,3.621654510495472823e-01
-3.070866141732283561e-01,5.074119567781660844e-01
-2.913385826771653919e-01,7.010612487742977628e-01
-2.755905511811023167e-01,9.322013855038642216e-01
-2.598425196850393526e-01,1.176313400268628850e+00
-2.440944881889763884e-01,1.374010086054199942e+00
-2.283464566929134243e-01,1.468143463129386150e+00
-2.125984251968504601e-01,1.438518524166190193e+00
-1.968503937007873850e-01,1.307605743404609555e+00
-1.811023622047244208e-01,1.120101928716636719e+00
-1.653543307086614567e-01,9.357032775998637142e-01
-1.496062992125983815e-01,7.631912231550889159e-01
-1.338582677165354173e-01,6.027584075839121924e-01
-1.181102362204724532e-01,4.531536102296939705e-01
-1.023622047244094890e-01,3.242378234866727937e-01
-8.661417322834652488e-02,2.208480834956478289e-01
-7.086614173228344971e-02,1.485099792479783742e-01
-5.511811023622048555e-02,9.934806823678553334e-02
-3.937007874015752140e-02,6.768798828031014070e-02
-2.362204724409444623e-02,4.874992370578490331e-02
