L,Temp,mean,sem
32,8.706346,0.976096979,0.000174316444
32,8.70707,0.973613223,0.000185980198
32,8.707794,0.970033818,0.000192937208
32,8.708518,0.965972182,0.000221426503
32,8.709241,0.961814864,0.000271088662
32,8.709965,0.955407757,0.000301744264
32,8.710689,0.947317015,0.000338742357
32,8.711412,0.936633375,0.000497342544
32,8.712136,0.922331618,0.000587635881
32,8.71286,0.902863018,0.000765363319
32,8.713584,0.878169497,0.000992962057
32,8.714307,0.843535373,0.00105776418
32,8.715031,0.800536773,0.00146640419
32,8.715755,0.748872,0.00166540423
32,8.716479,0.691594415,0.0021512369
32,8.717202,0.62973895,0.0025838572
32,8.717926,0.563204722,0.00310738474
32,8.71865,0.485151601,0.00367203683
32,8.719373,0.428418078,0.00411062403
32,8.720097,0.374445844,0.00417803108
32,8.720821,0.321243889,0.00508165532
32,8.721545,0.271924055,0.00522559016
32,8.722268,0.249073167,0.00670340582
32,8.722992,0.200715486,0.00736190037
32,8.723716,0.175373099,0.00684873637
32,8.72444,0.138666824,0.00697449805
32,8.725163,0.127106292,0.00874351987
32,8.725887,0.107952645,0.00804161389
32,8.726611,0.102169269,0.00868141982
32,8.727334,0.0853791741,0.00915774116
32,8.728058,0.0821093171,0.00977391311
32,8.728782,0.0561677263,0.00897041508
#32,8.77846,-0.000236200705,0.00581228217
