Sigma,LogSweeps,Mean,Mean_err,Median,Median_err
0.6,23,0.0811418910200442,0.001741685169270476,0.01737253028154635,0.0009313338422436181
0.6,24,0.08112750728925087,0.0017417389814989993,0.017452297627926026,0.0009756954847746186
0.6,25,0.08157538649087288,0.001792080677670302,0.01759559500217246,0.0009814102897659932
