s,L,mean,std
2.0,8,-1.7553319348213035,0.03710854369443621
2.0,10,-1.770989563941847,0.049886696110917256
2.0,12,-1.8613545449556372,0.05258120864831739
2.0,14,-1.8513008551775265,0.03598377309279903
2.0,16,-1.8528306602926508,0.04066097510220372
2.0,18,-1.8985597249227915,0.043462824601304004
