s,L,mean,std
2.0,8,1.946064017142297,0.01028282690158685
2.0,10,1.9749553310540187,0.011410645165936418
2.0,12,2.0030441445836416,0.011134844760013685
2.0,14,2.0241260959056033,0.010780736054290363
2.0,16,2.0700347276539164,0.012475645739352212
2.0,18,2.098639572591507,0.01024784494941281
2.0,32,2.210437705916071,0.014622197653591141
