Sigma,N,Delta,Delta_err
0.0,64,0.1856748224151539,0.006052826223432505
0.0,128,0.1859675594115428,0.005922413605472494
0.0,256,0.1767944936086529,0.0058964264898977185
0.0,512,0.19061936259771498,0.006181256341996101
0.0,1024,0.2043222003929273,0.008179434182578126
