sigma,L,T,mean,sem
0.0,512,0.75,0.6454615310724403,0.001516679510342127
0.0,512,0.775,0.6103217987802515,0.0015620047023601595
0.0,512,0.8,0.5704219287548618,0.0016020953636504689
0.0,512,0.825,0.5255100371981817,0.001631903402980901
0.0,512,0.85,0.4762793558499066,0.0016413832145162608
0.0,512,0.875,0.4229939615094547,0.0016222660280011904
0.0,512,0.9,0.3674117429419849,0.0015762142035342715
0.0,512,0.925,0.3109973700400945,0.0014906606060890008
0.0,512,0.95,0.2563461029545024,0.001370136874049451
0.0,512,0.975,0.20514677859089825,0.0012315447488853144
0.0,512,1.0,0.15991830644821967,0.0010814091973698297
0.0,512,1.025,0.12188448904009545,0.0009394167782745836
0.0,512,1.05,0.09169786912549817,0.000805437580288043
0.0,512,1.075,0.06840524918219232,0.0006707377918836548
0.0,512,1.1,0.051851839620895165,0.0005498424421788594
0.0,512,1.125,0.03960434540285256,0.00045037600903279415
0.0,512,1.15,0.0307795813903664,0.00035857784242857433
0.0,512,1.175,0.02478282957048877,0.000292836624953655
0.0,512,1.2,0.02024685030860664,0.00025096234507894564
0.0,512,1.225,0.01732481547631515,0.00022183679922257147
0.0,512,1.25,0.014625443744264532,0.00020526239043057768
0.0,512,1.275,0.01287940634799877,0.00019686983889632568
0.0,512,1.3,0.011710301071724357,0.00019320976962645213
0.0,512,1.325,0.010567767776854552,0.00019186086138555847
0.0,512,1.35,0.009023476269272012,0.00019007482274377815
0.0,512,1.375,0.008625319842340856,0.000190277310992222
0.0,512,1.4,0.008574891892572345,0.0001898672062442608
0.0,512,1.425,0.007171902675366189,0.00018965643029303424
0.0,512,1.45,0.006938321829721473,0.00018972797414451114
0.0,512,1.475,0.006529824113581197,0.0001916783087038875
0.0,512,1.5,0.005960420498269949,0.00019137359377725902
0.0,512,1.525,0.005949229728329161,0.00019046324785286766
0.0,512,1.55,0.005421032668457228,0.00019065017940189481
