Sigma,N,Delta,Delta_err
0.6,64,0.023237179487179488,0.0021575179515763237
0.6,128,0.03625,0.002748105407973525
0.6,256,0.043333333333333335,0.0030046260628866575
0.6,512,0.06169940222032451,0.003629376601195559
0.6,1024,0.07960526315789473,0.004178192737556502
