L,k,LogSweeps,mean,sem,knorm
20,10000,10,85.00971701746904,0.005740221075193696,1.0
20,11000,10,43.24546830743886,0.003088611296290365,1.4142135623730951
20,11110,10,21.846142062699265,0.0016459659288814755,2.0
20,20000,10,22.35954837720232,0.0017281289096099765,2.0
