L,Temp,mean,sem
36,8.721419,0.976534197,0.000180510867
36,8.721967,0.973856877,0.000200469724
36,8.722515,0.970499567,0.000220446016
36,8.723063,0.966669462,0.000217082122
36,8.723611,0.961906418,0.000331063207
36,8.724159,0.956181068,0.000350417432
36,8.724707,0.948166554,0.000395608946
36,8.725255,0.937420248,0.000534849473
36,8.725803,0.92315029,0.00064493403
36,8.726351,0.905531668,0.000764883126
36,8.726899,0.879316185,0.000991472378
36,8.727448,0.846093169,0.00121740646
36,8.727996,0.802308559,0.00137450927
36,8.728544,0.751184685,0.00216232999
36,8.729092,0.693673846,0.00248381708
36,8.72964,0.629203229,0.00276092342
36,8.730188,0.560487439,0.00289238588
36,8.730736,0.496165807,0.00379934286
36,8.731284,0.438525425,0.0046340799
36,8.731832,0.371963084,0.0054554271
36,8.73238,0.331879339,0.00621559258
36,8.732928,0.278557458,0.00628678303
36,8.733477,0.234095669,0.00786721184
36,8.734025,0.200593442,0.00754800201
36,8.734573,0.182144756,0.00844985978
36,8.735121,0.155406788,0.00962193501
36,8.735669,0.141540591,0.00806074038
36,8.736217,0.0923114952,0.00989246504
36,8.736765,0.0998788347,0.00868916362
36,8.737313,0.0970807402,0.00891183511
36,8.737861,0.0826331032,0.00922068138
36,8.738409,0.0548381366,0.0101348963
#36,8.77846,-0.00805429511,0.00626170978
