Sigma,N,Q,Mean,Mean_err,Median,Median_err
0.0,128,0.0,0.0,0.0,0.0,0.0
0.0,128,0.015625,0.006601720100677427,0.00014483437441963404,0.0014403621958347173,7.683592443477028e-05
0.0,128,0.03125,0.013215332332395312,0.0002882383793071487,0.002926824402907234,0.00014863551147784206
0.0,128,0.046875,0.01985177452603487,0.00042892588279342834,0.004481906803160713,0.0002409785974050503
0.0,128,0.0625,0.026522023276482242,0.0005659609363593169,0.006121247198754996,0.0003256304005906732
0.0,128,0.078125,0.03323540981522644,0.0006987306483214725,0.00791623881547723,0.00047476691862441417
0.0,128,0.09375,0.039997984554636934,0.000826848180690397,0.009883138085287527,0.0005941387510309011
0.0,128,0.109375,0.046817512704957744,0.0009502469355771101,0.01215412331737007,0.0006692605698008112
0.0,128,0.125,0.05370104260292117,0.0010690291577740375,0.014653562532283603,0.0007130185822119407
0.0,128,0.140625,0.06065381832848459,0.0011833344053896492,0.017413774172204938,0.0007993287487909914
0.0,128,0.15625,0.06768056314599602,0.0012933638121295707,0.020496587965712913,0.0009587212939521765
0.0,128,0.171875,0.07478729964716332,0.001399383156728429,0.023921168799556844,0.001180633945350597
0.0,128,0.1875,0.08197951745841121,0.0015016200304371076,0.02762084448182305,0.0014342428629449152
0.0,128,0.203125,0.08926268924111737,0.0016003014628033318,0.03168902025199214,0.0015871586566925172
0.0,128,0.21875,0.09664539709355056,0.0016956715937312145,0.03566302142949598,0.0016477771788623945
0.0,128,0.234375,0.10413756027113853,0.0017879458502841159,0.04030338975564596,0.001866086332433305
0.0,128,0.25,0.11175008106901296,0.0018773317335114155,0.045769584495281006,0.0018599791132138741
0.0,128,0.265625,0.11949642326918117,0.001964034728574206,0.05120084071951756,0.002109472309854606
0.0,128,0.28125,0.12739024463873602,0.0020481981451146215,0.057216562538364234,0.00229350924070036
0.0,128,0.296875,0.13544637025535397,0.0021298994404612913,0.06349387875351382,0.0022967712556291892
0.0,128,0.3125,0.14368276176731087,0.002209190929417879,0.07127197722066184,0.002607851809882736
0.0,128,0.328125,0.15211917611363032,0.0022860748945894996,0.08004308238058312,0.003037429987918904
0.0,128,0.34375,0.16077936032523615,0.0023605813029532094,0.0894046630600272,0.003005986702727837
0.0,128,0.359375,0.1696908853118076,0.0024327739997285747,0.09843856131294493,0.0032826964685461206
0.0,128,0.375,0.1788839335277399,0.002502747538812815,0.10887044230976646,0.003414265125949763
0.0,128,0.390625,0.188389480623177,0.002570630534974157,0.11954700506213807,0.004084982182136909
0.0,128,0.40625,0.19824125647193172,0.002636597678476619,0.13226960722805886,0.0039965128586080334
0.0,128,0.421875,0.20847448955675552,0.0027007962027823544,0.14498282230939688,0.004532697785516753
0.0,128,0.4375,0.21912511706362883,0.0027632934722330517,0.1589581577121345,0.004653742604389664
0.0,128,0.453125,0.2302329325956563,0.0028241070075606996,0.17314484225898866,0.0048811253833371746
0.0,128,0.46875,0.24184136495555064,0.002883182582683858,0.18840325546122375,0.0052407008872163
0.0,128,0.484375,0.2539992345426383,0.002940434643792038,0.20389934416580838,0.005243367980784981
0.0,128,0.5,0.2667607407355115,0.0029957435064375706,0.22113417052343698,0.005425857445609228
0.0,128,0.515625,0.2801830285273481,0.003048927610653052,0.24012017716255188,0.00569626066951953
0.0,128,0.53125,0.29432989209614574,0.0030997753532960035,0.2595295027715204,0.0064250138989798075
0.0,128,0.546875,0.30927349748923405,0.003147992081675893,0.2800173426934277,0.006029067186284799
0.0,128,0.5625,0.325090651216326,0.003193177209608976,0.30326743857409394,0.006553597131518994
0.0,128,0.578125,0.34186632523867944,0.0032348225416326953,0.32833807307247675,0.005264793060386607
0.0,128,0.59375,0.35969645301218156,0.0032723069829990624,0.35327422398290165,0.005489481609619158
0.0,128,0.609375,0.37868302324945785,0.0033048830164912036,0.3787787374645512,0.006879538464153548
0.0,128,0.625,0.39893371449978043,0.0033316520791382377,0.4056413171055084,0.00673722441719165
0.0,128,0.640625,0.42056588801507655,0.0033515400854899984,0.43322054176034847,0.005863979580227911
0.0,128,0.65625,0.4437018715187591,0.003363239173482704,0.4646667075214519,0.006075737916709307
0.0,128,0.671875,0.46846107686618765,0.0033651678111173105,0.49616956184013566,0.006505762926216086
0.0,128,0.6875,0.4949575182247035,0.0033554014905093333,0.5280788330584654,0.005196266039105254
0.0,128,0.703125,0.5232880444128658,0.0033315887374415014,0.561841580166612,0.00556038957186473
0.0,128,0.71875,0.5535236120036839,0.003290938566384467,0.5973225665962012,0.004618522369518125
0.0,128,0.734375,0.5856948019392414,0.0032302528205831,0.6340459096702262,0.004984427383143152
0.0,128,0.75,0.61976583976099,0.0031459886491764046,0.6746092703130552,0.0047218515763227
0.0,128,0.765625,0.6556105551064678,0.0030344471606726293,0.7130541791392263,0.003246518937252419
0.0,128,0.78125,0.6929798733042984,0.0028920965212093624,0.7524867753555451,0.00317516297423826
0.0,128,0.796875,0.7314671626705362,0.0027160134864745306,0.7926003278225005,0.00317238587405028
0.0,128,0.8125,0.7704808109889958,0.002504483949827406,0.8302940521943302,0.0031410448721419454
0.0,128,0.828125,0.8092289152339284,0.0022578033635876427,0.8647737321674751,0.0025987969141426656
0.0,128,0.84375,0.8467315057576928,0.001979093121598633,0.8965352680385269,0.0016925228613028085
0.0,128,0.859375,0.8818705668421513,0.0016751052343647363,0.9248354509194159,0.0013544832671465831
0.0,128,0.875,0.9134856359274925,0.0013567962932332725,0.9490162429108242,0.0009328885390871947
0.0,128,0.890625,0.9405266943929124,0.001039291260966861,0.9674874407441018,0.0005527764241258952
0.0,128,0.90625,0.9622356258211732,0.0007410494618708693,0.9810725230763385,0.000357225124827168
0.0,128,0.921875,0.9783228004807238,0.00048138927554505003,0.9901566079717484,0.00022580312888993795
0.0,128,0.9375,0.989087460704953,0.0002763289363442279,0.9955703534823919,9.741337318068287e-05
0.0,128,0.953125,0.9953971867879071,0.00013383017210972606,0.9983393909433783,4.534226288057034e-05
0.0,128,0.96875,0.9984958241841221,5.0440212749042895e-05,0.9995221576493973,1.3859962685583321e-05
0.0,128,0.984375,0.9996850429494002,1.2148038250494778e-05,0.9999121297117523,2.104635904439025e-06
0.0,128,1.0,1.0,0.0,1.0,0.0
