sigma,L,T,mean,sem
0.0,256,0.5,0.8048240104982157,0.0012545504981158328
0.0,256,0.525,0.7929288159864323,0.0012733577181464608
0.0,256,0.55,0.7787466248872629,0.0013055777009839515
0.0,256,0.575,0.7633583133775141,0.0013343386264363134
0.0,256,0.6,0.7468277915884148,0.0013641110200369902
0.0,256,0.625,0.7276114070696902,0.0014018305287074233
0.0,256,0.65,0.7061127298405391,0.0014419246599629244
0.0,256,0.675,0.6827235148156365,0.0014816671021672823
0.0,256,0.7,0.6559118265339194,0.0015205166892211846
0.0,256,0.725,0.6266630482926482,0.0015590177579174905
0.0,256,0.75,0.5934108712354912,0.0015987535729570011
0.0,256,0.775,0.55769522653804,0.0016259106689459869
0.0,256,0.8,0.5190148929464193,0.001643600620577345
0.0,256,0.825,0.4768129871917426,0.0016446303684223194
0.0,256,0.85,0.4326163328405472,0.0016259397562152695
0.0,256,0.875,0.38758488769831395,0.0015779019259487118
0.0,256,0.9,0.34125076028827145,0.0015078565848317903
0.0,256,0.925,0.2961466666297889,0.0014094288483386893
0.0,256,0.95,0.2526983144621626,0.0012861212194744587
0.0,256,0.975,0.21231334690927933,0.0011498240180007422
0.0,256,1.0,0.17589848827274215,0.001014814027485299
0.0,256,1.025,0.14441955718244673,0.0008773769697351452
0.0,256,1.05,0.11774607901459595,0.0007600998561356838
0.0,256,1.075,0.09536862600920082,0.0006443536573487151
0.0,256,1.1,0.07789184809685369,0.0005485326824956088
0.0,256,1.125,0.06374513244968204,0.0004639121363415417
0.0,256,1.15,0.052159483136961636,0.0004034412580663257
0.0,256,1.175,0.04364596926482217,0.0003496893008817853
0.0,256,1.2,0.0371942895947236,0.00029876732915264993
0.0,256,1.225,0.032169433269551184,0.00026234421556896987
0.0,256,1.25,0.02798638180851031,0.0002339204161200247
0.0,256,1.275,0.025108094817586742,0.00021602456320545646
0.0,256,1.3,0.02262223930483327,0.0002034058303887071
0.0,256,1.325,0.02043670432047659,0.0001957951569078381
0.0,256,1.35,0.01844244235858436,0.00019087850760791318
0.0,256,1.375,0.01706064492869806,0.00018728272372297563
0.0,256,1.4,0.01571995346622837,0.00018986743838454454
0.0,256,1.425,0.015059014962006834,0.0001889966938036897
0.0,256,1.45,0.01412502371646409,0.00018511109142011967
0.0,256,1.475,0.013094671486426304,0.00018763388926543368
0.0,256,1.5,0.012376861859531407,0.00018813599610587115
0.0,256,1.525,0.011759217742205732,0.00018856945249950028
0.0,256,1.55,0.011239308852719036,0.00018777868778083932
0.0,256,1.575,0.010805662235896608,0.00018686830767518622
0.0,256,1.6,0.010554491025782278,0.00018710958349427807
