quantity,Tc,Tc_err,A,A_err,Q
G,2.0596046372980523,0.005822289679972921,-5.279118255476227,0.5786783444427326,0.5849667214283156
chi,2.054598598998396,0.002493271720928147,-1.2979892760764362,0.18828333885409168,0.5784416376225263
