s,L,mean,std
2.0,8,-2.1777102830618142,0.017305840333841405
2.0,10,-2.266342865738103,0.021525815583112236
2.0,12,-2.2977672202739736,0.02485764663879632
2.0,14,-2.321512249095981,0.020314406298044714
2.0,16,-2.3164912084663127,0.02139630106781349
2.0,18,-2.336149285126481,0.01965361778360959
2.0,32,-2.398785227222324,0.023886977524226027
