Sigma,N,Delta,Delta_err
0.6,64,0.4206730769230769,0.009179839132523718
0.6,128,0.4379166666666667,0.009551577821956375
0.6,256,0.47041666666666665,0.009899670308763936
0.6,512,0.4739538855678907,0.010059111007164601
0.6,1024,0.47149122807017546,0.010168441332780376
