d,L,Q,Av,Median
4,4,0.0,0.00187344,0.000298202
4,4,0.0078125,0.00500609,0.000893534
4,4,0.015625,0.00813817,0.00150991
4,4,0.0234375,0.011270299999999999,0.00214487
4,4,0.03125,0.014402700000000001,0.00277483
4,4,0.0390625,0.0175358,0.00343513
4,4,0.046875,0.0206697,0.00409246
4,4,0.0546875,0.023803900000000003,0.00480032
4,4,0.0625,0.026940699999999998,0.00554168
4,4,0.0703125,0.030079500000000002,0.00628942
4,4,0.078125,0.0332219,0.0070926
4,4,0.0859375,0.036368300000000006,0.00792181
4,4,0.09375,0.0395202,0.00871522
4,4,0.101562,0.042679400000000006,0.00960916
4,4,0.109375,0.045846899999999996,0.0106376
4,4,0.11718800000000001,0.049023800000000006,0.0117479
4,4,0.125,0.05221219999999999,0.0127963
4,4,0.13281199999999999,0.055413,0.0140269
4,4,0.140625,0.0586288,0.014990100000000001
4,4,0.14843800000000001,0.061861,0.0163064
4,4,0.15625,0.0651111,0.0176238
4,4,0.16406199999999999,0.0683806,0.0189769
4,4,0.171875,0.0716707,0.020744400000000003
4,4,0.17968800000000001,0.0749822,0.0222924
4,4,0.1875,0.0783172,0.0239747
4,4,0.19531199999999999,0.0816761,0.025672300000000002
4,4,0.203125,0.0850605,0.0277238
4,4,0.21093800000000001,0.0884721,0.029617200000000003
4,4,0.21875,0.09191150000000001,0.0320582
4,4,0.22656199999999999,0.0953808,0.034294
4,4,0.234375,0.0988819,0.0365446
4,4,0.24218800000000001,0.10241700000000001,0.038734899999999996
4,4,0.25,0.10598900000000001,0.0409213
4,4,0.257812,0.109599,0.0437403
4,4,0.265625,0.11325,0.0466676
4,4,0.273438,0.11694500000000001,0.0498795
4,4,0.28125,0.12068699999999999,0.0533342
4,4,0.289062,0.12447899999999999,0.0570126
4,4,0.296875,0.128322,0.06091509999999999
4,4,0.304688,0.132219,0.0641933
4,4,0.3125,0.136174,0.067419
4,4,0.320312,0.140188,0.071841
4,4,0.328125,0.144265,0.075304
4,4,0.335938,0.14840799999999998,0.079639
4,4,0.34375,0.152618,0.0831677
4,4,0.351562,0.156899,0.08750720000000001
4,4,0.359375,0.161252,0.0921054
4,4,0.367188,0.165682,0.0968308
4,4,0.375,0.170189,0.10189400000000001
4,4,0.382812,0.174779,0.10756500000000001
4,4,0.390625,0.179453,0.112427
4,4,0.398438,0.18421600000000002,0.117557
4,4,0.40625,0.18906900000000001,0.123349
4,4,0.414062,0.194021,0.12971300000000002
4,4,0.421875,0.199073,0.135849
4,4,0.429688,0.204232,0.14188599999999998
4,4,0.4375,0.20950300000000002,0.149582
4,4,0.445312,0.214891,0.155654
4,4,0.453125,0.22040500000000002,0.164154
4,4,0.460938,0.226048,0.171102
4,4,0.46875,0.231827,0.181131
4,4,0.476562,0.23775,0.18998900000000002
4,4,0.484375,0.24382399999999999,0.198844
4,4,0.492188,0.25005700000000003,0.207643
4,4,0.5,0.256456,0.216842
4,4,0.507812,0.26303200000000004,0.22521999999999998
4,4,0.515625,0.269793,0.23484899999999997
4,4,0.523438,0.27674899999999997,0.24345100000000003
4,4,0.53125,0.283912,0.252258
4,4,0.539062,0.29129099999999997,0.26260100000000003
4,4,0.546875,0.29889899999999997,0.273876
4,4,0.554688,0.306747,0.283406
4,4,0.5625,0.314848,0.294808
4,4,0.570312,0.323216,0.30721
4,4,0.578125,0.331863,0.318091
4,4,0.585938,0.340807,0.328257
4,4,0.59375,0.350062,0.33867600000000003
4,4,0.601562,0.359645,0.35038400000000003
4,4,0.609375,0.36957199999999996,0.362402
4,4,0.617188,0.379862,0.376261
4,4,0.625,0.390536,0.389399
4,4,0.632812,0.401609,0.404196
4,4,0.640625,0.413105,0.420604
4,4,0.648438,0.425043,0.43447299999999994
4,4,0.65625,0.43744399999999994,0.44919
4,4,0.664062,0.45033199999999995,0.46548599999999996
4,4,0.671875,0.463726,0.48338000000000003
4,4,0.679688,0.47765,0.502115
4,4,0.6875,0.492125,0.5208520000000001
4,4,0.695312,0.507171,0.539726
4,4,0.703125,0.52281,0.5590470000000001
4,4,0.710938,0.539057,0.578598
4,4,0.71875,0.555924,0.598621
4,4,0.726562,0.573419,0.619522
4,4,0.734375,0.591546,0.639005
4,4,0.742188,0.610297,0.658575
4,4,0.75,0.629655,0.678078
4,4,0.757812,0.649593,0.699749
4,4,0.765625,0.6700699999999999,0.722114
4,4,0.773438,0.69103,0.743467
4,4,0.78125,0.7123970000000001,0.7660239999999999
4,4,0.789062,0.734083,0.786832
4,4,0.796875,0.755969,0.808706
4,4,0.804688,0.7779229999999999,0.8286819999999999
4,4,0.8125,0.7997850000000001,0.848892
4,4,0.820312,0.8213809999999999,0.868791
4,4,0.828125,0.842513,0.8874219999999999
4,4,0.835938,0.862967,0.9052549999999999
4,4,0.84375,0.882524,0.921602
4,4,0.851562,0.900963,0.93691
4,4,0.859375,0.9180719999999999,0.9501790000000001
4,4,0.867188,0.93366,0.961541
4,4,0.875,0.9475690000000001,0.97119
4,4,0.882812,0.9596950000000001,0.979009
