sigma,L,T,mean,sem
0.0,128,0.5,8.249033168552305,0.02371052744840081
0.0,128,0.525,7.5879561832368205,0.0223861934383772
0.0,128,0.55,6.959313913654849,0.021047371578969628
0.0,128,0.575,6.3598813215070855,0.01968909161401874
0.0,128,0.6,5.79423806068569,0.018342966532351457
0.0,128,0.625,5.260975413652392,0.01700162679471799
0.0,128,0.65,4.762839560685705,0.01568717856744405
0.0,128,0.675,4.299264415220287,0.014408416677045337
0.0,128,0.7,3.8685466237004937,0.0131599819728253
0.0,128,0.725,3.4733914822561003,0.011950738613206663
0.0,128,0.75,3.1108600392755066,0.01078971979832494
0.0,128,0.775,2.7816197211820795,0.0096885467992121
0.0,128,0.8,2.4839867147240127,0.008649650645254659
0.0,128,0.825,2.2156662425736395,0.007657241204398622
0.0,128,0.85,1.976603168815852,0.006746617479360521
0.0,128,0.875,1.7645514336834722,0.005902082085598981
0.0,128,0.9,1.5767980255951477,0.005138330219788489
0.0,128,0.925,1.4125964705078125,0.004440627572255278
0.0,128,0.95,1.2681411322505496,0.0038158017416095595
0.0,128,0.975,1.1429125598942484,0.003260114338554891
0.0,128,1.0,1.0337982027434784,0.0027737705881437915
0.0,128,1.025,0.9393953237298142,0.002348898739955239
0.0,128,1.05,0.8578934307909155,0.001985122121260423
0.0,128,1.075,0.7873168689917269,0.001671806060659541
0.0,128,1.1,0.7261790437713104,0.001406988507204866
0.0,128,1.125,0.6736052818950938,0.0011809283657684695
0.0,128,1.15,0.627910891484836,0.0009916712537706696
0.0,128,1.175,0.5881359697909864,0.0008310926642405934
0.0,128,1.2,0.5537101591391084,0.000701111376965859
0.0,128,1.225,0.5234080244909181,0.0005934670091072025
0.0,128,1.25,0.4969703246979183,0.0005024304520655728
0.0,128,1.275,0.4735017936796744,0.0004260705640405132
0.0,128,1.3,0.4529599744901634,0.0003646667191439565
0.0,128,1.325,0.4347071787916367,0.00031267313040735166
0.0,128,1.35,0.4183463775321313,0.0002694418230613097
0.0,128,1.375,0.40386514313929295,0.00023410838607301968
0.0,128,1.4,0.3907818559750888,0.0002050113693578018
0.0,128,1.425,0.3789565542379311,0.0001803967974603936
0.0,128,1.45,0.36832663098907936,0.00015900376131822432
0.0,128,1.475,0.35863109160506595,0.000141389575030912
0.0,128,1.5,0.3498746209984984,0.0001262234245509337
0.0,128,1.525,0.3418136474947649,0.00011340296814975584
0.0,128,1.55,0.3345101077207697,0.00010250087814755573
0.0,128,1.575,0.3277121573883141,9.315857430276321e-05
0.0,128,1.6,0.3214319619263366,8.600932742084884e-05
