L,Temp,mean,sem
8,7.023,8769.542911999997,2.1193509625102416
8,7.068,8300.096921600001,2.358131403402215
8,7.114,7810.897971199997,2.422047795983879
8,7.159,7338.7774464,2.516132552154566
8,7.205,6859.964979200003,2.0458631520625064
8,7.25,6389.638041599998,2.3065645175013043
8,7.295,5931.8603263999985,1.9872573131292617
8,7.341,5470.8639232000005,2.3057262963161995
8,7.386,5024.125081599998,1.9923587087346395
8,7.432,4583.310592,1.989880854012103
8,7.477,4150.3336960000015,2.2059586636069133
8,7.523,3727.0539776000014,2.3918347319182387
8,7.568,3317.4299648,1.8405059224357163
8,7.6129999999999995,2928.451696640001,2.103475064833675
8,7.659,2538.489333760001,1.8337794150481823
8,7.704,2177.1484467200007,1.6526683943305784
8,7.750308,1819.8168627199996,1.341216550817067
8,7.750308,1819.8168627200007,1.3412165508049487
8,7.775425,1633.0342604799998,1.472391121776652
8,7.775425,1633.0342604799994,1.4723911217766517
8,7.800542,1451.5761100799998,1.2606782017132676
8,7.800542,1451.57611008,1.260678201714987
8,7.825659,1278.10610688,1.2147362657363399
8,7.825659,1278.10610688,1.214736265739908
8,7.850777000000001,1107.1422054400005,1.345022767667009
8,7.850777000000001,1107.14220544,1.345022767667009
8,7.875894000000001,936.2990728533341,1.263143873251684
8,7.8758940000000015,936.2990728533333,1.263143873254043
8,7.901011,776.5319970133337,1.3479636177108991
8,7.9010110000000005,776.5319970133327,1.3479636177147178
8,7.926128,620.7572258133331,1.2017764246136482
8,7.926128,620.7572258133338,1.2017764246124087
8,7.951245,479.04665600000027,1.0269077365588437
8,7.951245,479.046656,1.0269077365591732
8,7.976362,359.6444433066667,0.9264893775231539
8,7.976362,359.64444330666663,0.9264893775233732
8,8.00148,264.9160995840001,0.7733735115158746
8,8.00148,264.916099584,0.7733735115162249
8,8.026597,195.30970880000015,0.57319910106085
8,8.026597,195.3097088,0.5731991010610272
8,8.051714,148.79021141333345,0.47204196407242155
8,8.051714,148.7902114133334,0.4720419640724754
8,8.076831,115.78269149866668,0.4600856547288373
8,8.076831,115.7826914986667,0.460085654728874
8,8.101948,91.834067968,0.3608879895367892
8,8.101948,91.834067968,0.3608879895367657
8,8.127065,75.12456362666664,0.30455711765197135
8,8.127065,75.1245636266667,0.3045571176519227
8,8.152183,63.23106696533333,0.24065658553129288
8,8.152183,63.231066965333326,0.2406565855313281
8,8.1773,54.09073425066668,0.22764921158492166
8,8.1773,54.090734250666635,0.2276492115849635
8,8.202417,47.30888465066667,0.21482405897113568
8,8.202417,47.30888465066668,0.21482405897112586
8,8.227534,41.85585322666666,0.18080248817208697
8,8.227534,41.85585322666667,0.18080248817207525
8,8.252651,37.00745973759998,0.1573911526829864
8,8.252651,37.00745973760001,0.15739115268295614
8,8.277768,33.663964672,0.1552362854611483
8,8.277768,33.66396467200001,0.15523628546114146
8,8.302886,30.59355634346667,0.1289006906170387
8,8.302886,30.59355634346666,0.12890069061705514
8,8.328003,28.08254731946666,0.11409419577845813
8,8.328003,28.082547319466673,0.11409419577844652
8,8.34,26.921433651199994,0.1577536096184225
8,8.4,22.633637853866663,0.13761375487119973
8,8.5,18.168942182399995,0.11227468412787717
8,8.6,15.28962676053333,0.09278897038461917
8,8.7,12.778823133866668,0.08051303137805302
8,8.77846,11.662314830039318,0.07894584242190325
