Sigma,N,Q,Mean,Mean_err,Median,Median_err
0.896,64,0.0,0.0,0.0,0.0,0.0
0.896,64,0.03125,0.00548504256340713,0.00035031006336459753,2.6767548281497538e-05,4.822178112956584e-06
0.896,64,0.0625,0.010936919961118473,0.0006586670256724376,6.688137395551762e-05,1.2717423456222715e-05
0.896,64,0.09375,0.016382333582820634,0.0009189565481836763,0.00013121069057848457,1.8763615110981417e-05
0.896,64,0.125,0.02210118082524766,0.0011581953580681078,0.00022427244934446756,3.464239581157759e-05
0.896,64,0.15625,0.02806588294669236,0.0013911845244943594,0.00037595956177845864,6.616935747348496e-05
0.896,64,0.1875,0.03411791429516307,0.001606451932536621,0.000640846505633546,9.482250691301803e-05
0.896,64,0.21875,0.040238944144403786,0.0018012394316600866,0.00098384479062537,0.00013079852572866826
0.896,64,0.25,0.04642832976764972,0.0019720452689027993,0.0014545262744880658,0.0002157654021150362
0.896,64,0.28125,0.05274244420871896,0.0021285342436941856,0.00201751979543003,0.00024793624757457784
0.896,64,0.3125,0.059264222627171494,0.0022843466853534333,0.0028415440609355427,0.0003955879397499889
0.896,64,0.34375,0.0659021208362231,0.0024374178301198313,0.0039512271994657676,0.0005471929269557541
0.896,64,0.375,0.07250573739313029,0.0025729447322412106,0.005337957996154127,0.0006453738533921427
0.896,64,0.40625,0.07927484884404634,0.0026920759722302992,0.007197493508012386,0.0008233297207335896
0.896,64,0.4375,0.08671237121164915,0.002810057711619758,0.00981460581945733,0.0010625391203542094
0.896,64,0.46875,0.09499444283882753,0.002938752002612196,0.013289655950152286,0.0015467054071332113
0.896,64,0.5,0.10403125289100953,0.0030732038616113106,0.017493365078162928,0.0018976644037543696
0.896,64,0.53125,0.11388411123737206,0.0032140176825833063,0.02300583240164713,0.0019761929486901333
0.896,64,0.5625,0.12446952887620846,0.0033584414159572376,0.029683510200715513,0.002796314687926144
0.896,64,0.59375,0.13577221924266192,0.0035021735385799757,0.03774889536025379,0.0029529605760069714
0.896,64,0.625,0.14805149973242918,0.003646614464522291,0.048142847816737194,0.004114806007682338
0.896,64,0.65625,0.16156167623070272,0.0037935197773010534,0.061750516192049784,0.004854069769165469
0.896,64,0.6875,0.17692670837044752,0.003943548984518624,0.07921006842591347,0.005914939811152181
0.896,64,0.71875,0.1947974978013933,0.004101037225074531,0.10435385654301112,0.007108655934699956
0.896,64,0.75,0.21583516961915455,0.004263820573440011,0.1343938749720356,0.006847591584730724
0.896,64,0.78125,0.2414438897018777,0.004426280669686447,0.17003245972502679,0.00801958723982329
0.896,64,0.8125,0.2744031587429278,0.004585393356529305,0.22062885171258603,0.008276664928222738
0.896,64,0.84375,0.3187824995325413,0.004733791483811121,0.28928117052170815,0.008919527726063541
0.896,64,0.875,0.38024531278942997,0.004827490983755011,0.37967110113497515,0.009048799994338209
0.896,64,0.90625,0.46699488584589466,0.004785988402987278,0.4900674357368465,0.006846229843288475
0.896,64,0.9375,0.5931724463751767,0.004379637510606719,0.6346135656993245,0.005900957736531991
0.896,64,0.96875,0.775190162362895,0.003119199680473511,0.816783915632444,0.003440607775206532
0.896,64,1.0,1.0,0.0,1.0,0.0
