sigma,z,L,T,mean,sem
0.0,6,256,1.85,1.8068709207189415,0.00844275906009833
0.0,6,256,1.875,1.7022100115214842,0.007845236014847084
0.0,6,256,1.9,1.6052432554208993,0.007284100307443942
0.0,6,256,1.925,1.513867697429334,0.006744489390628975
0.0,6,256,1.95,1.4290160719670797,0.006264063101697947
0.0,6,256,1.975,1.350856782651899,0.00578233847073283
0.0,6,256,2.0,1.2776107951581737,0.0053300255286069225
0.0,6,256,2.025,1.2093555614189258,0.004940411188659575
0.0,6,256,2.05,1.1453563643703748,0.004548563027505332
0.0,6,256,2.075,1.0868785247816228,0.00418620324430934
0.0,6,256,2.1,1.032027068880144,0.003865138756888501
0.0,6,256,2.125,0.9815056422623682,0.003564792134810725
0.0,6,256,2.15,0.9343150101110744,0.003268827947057108
0.0,6,256,2.175,0.8909626555219949,0.0030118414632891444
0.0,6,256,2.2,0.8494479968802543,0.002765253377467809
0.0,6,256,2.225,0.8124256880899652,0.002544040188860462
0.0,6,256,2.25,0.7773281778225246,0.002334227248096318
0.0,6,256,2.275,0.7444723275033331,0.00214561726786328
0.0,6,256,2.3,0.7142722643620333,0.001982874172442549
0.0,6,256,2.325,0.6865240455729721,0.0018212788795694238
0.0,6,256,2.35,0.6608495294338614,0.0016879035051774256
0.0,6,256,2.375,0.6359423284974778,0.0015453965873145155
0.0,6,256,2.4,0.6135832801221488,0.001418576005490352
0.0,6,256,2.425,0.5929825557422215,0.0013164387610737859
0.0,6,256,2.45,0.5731091447167747,0.0012146648419119426
0.0,6,256,2.475,0.5547139862533231,0.0011233478212869102
0.0,6,256,2.5,0.5373007006631902,0.0010420310483170293
