Sigma,N,Q,Mean,Mean_err,Median,Median_err
0.6,1024,0.0,0.0,0.0,0.0,0.0
0.6,1024,0.001953125,0.000771439781314651,2.2820452364033895e-05,6.492397934202828e-05,5.427291693122478e-06
0.6,1024,0.00390625,0.0015428662169399356,4.563140423165366e-05,0.00012973560392865154,1.0819216202771917e-05
0.6,1024,0.005859375,0.002314393519701639,6.842932784431764e-05,0.00019476953148844835,1.5566809270848623e-05
0.6,1024,0.0078125,0.003086075422011013,9.120909795518539e-05,0.00026075214892631426,2.0485498332194846e-05
0.6,1024,0.009765625,0.0038577560302719945,0.0001139568709690701,0.0003254102393985221,2.5081878079302156e-05
0.6,1024,0.01171875,0.004629497419585248,0.00013666378888379656,0.0003900448530913006,3.065468870296841e-05
0.6,1024,0.013671875,0.00540137860858646,0.00015932770397396415,0.00045884605497131624,3.864742558495978e-05
0.6,1024,0.015625,0.006173435690110007,0.00018194127671386777,0.0005264592617751166,4.308543903322638e-05
0.6,1024,0.017578125,0.006945703760312023,0.00020449647797481386,0.0005930937528611146,4.805020115645881e-05
0.6,1024,0.01953125,0.007718125057586129,0.00022698607155515797,0.0006593985632063909,4.945088012571244e-05
0.6,1024,0.021484375,0.008490676700807134,0.0002493997977329372,0.0007296654507519359,5.858105808847231e-05
0.6,1024,0.0234375,0.009263419520044197,0.0002717312230109085,0.000799164339900224,6.187285738618135e-05
0.6,1024,0.025390625,0.010036443876461507,0.00029397953057670284,0.0008682890161874037,6.749086903982984e-05
0.6,1024,0.02734375,0.010809709974808995,0.000316140627964171,0.0009397766515613874,7.283728724960157e-05
0.6,1024,0.029296875,0.011583160210334726,0.0003382042732929066,0.0010151681154969216,7.907976634891764e-05
0.6,1024,0.03125,0.01235688089540071,0.00036016753864954955,0.0010894792973999026,8.420532276157702e-05
0.6,1024,0.033203125,0.013130980899982126,0.00038202888367239987,0.0011646051257852316,8.809356552911753e-05
0.6,1024,0.03515625,0.01390530880083126,0.0004037756764922808,0.0012376944348219986,9.598008634049838e-05
0.6,1024,0.037109375,0.014679922496802075,0.00042540676393694015,0.001314808085561249,0.00010513332672123744
0.6,1024,0.0390625,0.015454875377186829,0.00044692012077162725,0.0013954673483972566,0.00010954415380308464
0.6,1024,0.041015625,0.016230080152551767,0.00046830855059266154,0.0014670083075766346,0.0001146653216486925
0.6,1024,0.04296875,0.01700565063051536,0.0004895727361223157,0.0015515786185865315,0.00012004337828053555
0.6,1024,0.044921875,0.017781529147505193,0.0005107065598149845,0.0016255048215393136,0.0001249284633389636
0.6,1024,0.046875,0.01855767046411883,0.0005317073781630953,0.0017238154932861232,0.0001401891703566569
0.6,1024,0.048828125,0.01933419767179051,0.0005525746092506313,0.0017960179969670471,0.00013379317357283752
0.6,1024,0.05078125,0.020111152957798757,0.0005733039826583499,0.001883617497980986,0.00013691051641635306
0.6,1024,0.052734375,0.020888441137708474,0.0005938917235343642,0.0019647206291558876,0.0001477940123153272
0.6,1024,0.0546875,0.02166611579034452,0.0006143397320544316,0.002058930300176393,0.00014751111655298595
0.6,1024,0.056640625,0.022444193885384385,0.0006346463775068875,0.0021433396860960708,0.00014729518348801794
0.6,1024,0.05859375,0.02322261400455512,0.0006548062533478482,0.0022602729350331362,0.00016404796455949338
0.6,1024,0.060546875,0.024001484583214466,0.0006748226495715974,0.0023381470441821064,0.00017043151403476128
0.6,1024,0.0625,0.024780763123642816,0.0006946944462924006,0.0024480915442111712,0.00017942674236377134
0.6,1024,0.064453125,0.025560470993974665,0.0007144191220152126,0.002532417237758811,0.00017748225891811985
0.6,1024,0.06640625,0.02634062210522829,0.0007339984780409604,0.002643127739429782,0.00019615574238022004
0.6,1024,0.068359375,0.02712113293247368,0.0007534306587368985,0.0027410633787517177,0.00020149185173685464
0.6,1024,0.0703125,0.027902112623448785,0.0007727142795244882,0.0028617090955380246,0.0002076915447452402
0.6,1024,0.072265625,0.028683594611000323,0.000791853361492663,0.0029604247361425034,0.00022387729708476031
0.6,1024,0.07421875,0.029465567124518033,0.0008108492746282745,0.0030772119536999825,0.0002224103080056667
0.6,1024,0.076171875,0.030248002855010003,0.0008296999366278809,0.0031860369592909025,0.00022574381110008403
0.6,1024,0.078125,0.03103092240267777,0.0008484055030400047,0.003308854304254474,0.00024090675276390556
0.6,1024,0.080078125,0.03181430586662839,0.000866964882350521,0.0034371523410087527,0.00024374864359162337
0.6,1024,0.08203125,0.03259815484481557,0.0008853807446819116,0.0035620281025771513,0.00025190809279593875
0.6,1024,0.083984375,0.03338255844683665,0.0009036562856478255,0.0036892181932930996,0.00024099604877173017
0.6,1024,0.0859375,0.03416746130964913,0.0009217892510741437,0.0038216834515337433,0.000249597475896633
0.6,1024,0.087890625,0.034952936988129645,0.0009397827550404863,0.003931522466242774,0.0002537214639138783
0.6,1024,0.08984375,0.03573907374224824,0.0009576401832935644,0.004081525713205943,0.00025445492745403446
0.6,1024,0.091796875,0.036525869882553075,0.0009753632483273527,0.004222041584551938,0.00025138398446157995
0.6,1024,0.09375,0.03731328066634705,0.0009929527365769573,0.004364636801183519,0.00026190252146961586
0.6,1024,0.095703125,0.038101299855402525,0.0010104100222457376,0.004531039834022859,0.0002698907387191523
0.6,1024,0.09765625,0.038890029440979225,0.0010277372127557927,0.004674911662936574,0.000293086562895476
0.6,1024,0.099609375,0.03967941560243536,0.0010449351505228842,0.004827771313488907,0.00029754082063542284
0.6,1024,0.1015625,0.04046935800528531,0.0010620042581797695,0.00498952830582902,0.00032092695754041336
0.6,1024,0.103515625,0.041259983456450364,0.0010789474574220417,0.005143070980907201,0.00032581225610182695
0.6,1024,0.10546875,0.042051459656082625,0.0010957693634073159,0.005309366546572111,0.00033610038218570185
0.6,1024,0.107421875,0.042843762739449454,0.0011124710334452883,0.005483998626471445,0.0003586547041512687
0.6,1024,0.109375,0.04363691849928396,0.0011290551900616803,0.005644556343555787,0.00036237858324344053
0.6,1024,0.111328125,0.044430848828666325,0.0011455211561876783,0.005811006970704004,0.0003758796966808367
0.6,1024,0.11328125,0.04522563030845482,0.0011618720308402804,0.005978524267673839,0.00038217974293274637
0.6,1024,0.115234375,0.046021327261995336,0.0011781108660727285,0.006152994014322496,0.0003662402999563485
0.6,1024,0.1171875,0.046817907027641326,0.0011942380727737875,0.006329979889094921,0.00038873606856050264
0.6,1024,0.119140625,0.04761548870684558,0.0012102562262981604,0.006520742878317783,0.00040021943356710165
0.6,1024,0.12109375,0.04841409442260357,0.001226168454984351,0.006691629916429862,0.00038055485518396776
0.6,1024,0.123046875,0.049213714159113,0.0012419761514037206,0.006889087177812966,0.00040568160898677027
0.6,1024,0.125,0.050014341142227706,0.001257678857043186,0.007035450860858012,0.00041025364236098956
0.6,1024,0.126953125,0.05081605463566787,0.0012732801721790773,0.007272337719798381,0.00039626663146604107
0.6,1024,0.12890625,0.05161882173270293,0.0012887822565828325,0.007412112116813435,0.00040733173815500243
0.6,1024,0.130859375,0.05242273457871511,0.0013041876579284344,0.00763580658286764,0.0004173923104977533
0.6,1024,0.1328125,0.05322783468781646,0.0013194961614305162,0.007821646459400203,0.00042883553120688845
0.6,1024,0.134765625,0.05403410509359722,0.001334706990857657,0.008020204663275585,0.0004266119791217122
0.6,1024,0.13671875,0.05484158667621685,0.0013498235239478593,0.008230503454803806,0.0004477818860892435
0.6,1024,0.138671875,0.055650320884431524,0.0013648481947260134,0.008445632643996854,0.00046030066554784293
0.6,1024,0.140625,0.0564604288555321,0.00137978467220617,0.008677976094185079,0.0004826043981802498
0.6,1024,0.142578125,0.05727193567313981,0.0013946332139274883,0.008900706954298777,0.00048717254250094696
0.6,1024,0.14453125,0.05808482238075542,0.0014093935930263384,0.009155189767478363,0.0005329476636739922
0.6,1024,0.146484375,0.05889907177995545,0.001424066641157281,0.009401400364934212,0.0005467330639987595
0.6,1024,0.1484375,0.05971479866523329,0.0014386534758682832,0.00965625783055887,0.000566803338066685
0.6,1024,0.150390625,0.06053204807338877,0.0014531563968801725,0.00985815531015283,0.0005785429664983303
0.6,1024,0.15234375,0.061350893513548534,0.001467577660706589,0.010144200287757484,0.0006280268287826427
0.6,1024,0.154296875,0.06217138569867797,0.0014819182950990657,0.010367529682814356,0.0006423855079322063
0.6,1024,0.15625,0.0629934500935612,0.001496178118564315,0.010661213323472387,0.0006987043260956946
0.6,1024,0.158203125,0.06381718535957043,0.0015103594383898513,0.01093181239068344,0.0006929656859313638
0.6,1024,0.16015625,0.06464259897996381,0.001524462960998062,0.011209674857555758,0.0007472123213138528
0.6,1024,0.162109375,0.06546975595125437,0.0015384902312171418,0.01144146618246817,0.0007597457635190974
0.6,1024,0.1640625,0.06629874656271458,0.0015524443480288436,0.011723360747097815,0.000727640206646516
0.6,1024,0.166015625,0.0671296281707435,0.0015663261539144424,0.012068936511872422,0.0007924077034408366
0.6,1024,0.16796875,0.0679624307149117,0.0015801333901827837,0.012353934012351448,0.0008032841116392947
0.6,1024,0.169921875,0.06879707350020252,0.0015938675099492984,0.012673913359640698,0.0008163565500216931
0.6,1024,0.171875,0.0696335928841423,0.001607531444993665,0.01298545178770883,0.0008049698245803259
0.6,1024,0.173828125,0.07047214040761862,0.001621126301043029,0.013274533256886921,0.0008754670190371368
0.6,1024,0.17578125,0.07131280360515076,0.0016346532637049288,0.013551968879995938,0.0008730337693223037
0.6,1024,0.177734375,0.07215552495694923,0.0016481115478690477,0.013891334548590884,0.0008788229089798991
0.6,1024,0.1796875,0.07300040459162765,0.0016615052588919326,0.014264827609060244,0.0008890632355201942
0.6,1024,0.181640625,0.07384750228375654,0.0016748354528650236,0.014503082253037107,0.0008877334381284303
0.6,1024,0.18359375,0.07469677872171968,0.0016881004081887442,0.014857391320166677,0.0008891646699851064
0.6,1024,0.185546875,0.0755483487915092,0.0017013052322090473,0.01512912576645322,0.0009059890520100012
0.6,1024,0.1875,0.0764022797150088,0.0017144497209958152,0.015498528003688557,0.0008881458979894508
0.6,1024,0.189453125,0.07725844496959575,0.0017275326219376573,0.01584427157043956,0.000935169092560041
0.6,1024,0.19140625,0.0781168914089642,0.0017405560209478163,0.016197035059327843,0.0009778741142651745
0.6,1024,0.193359375,0.07897779488969167,0.0017535216405829108,0.016470357947047192,0.0009622266203305578
0.6,1024,0.1953125,0.07984115401642772,0.001766429741291958,0.01692384182661373,0.0009666944327553933
0.6,1024,0.197265625,0.08070699540212338,0.0017792820014602493,0.017196504555638932,0.0009796019075778545
0.6,1024,0.19921875,0.08157538649087288,0.001792080677670302,0.01759559500217246,0.0009814102897659932
0.6,1024,0.201171875,0.08244633676909426,0.0018048260435939278,0.01797688966244367,0.001075487636131433
0.6,1024,0.203125,0.0833198378744915,0.0018175187381339907,0.0183651514276852,0.0011002707627082004
0.6,1024,0.205078125,0.08419591034191082,0.0018301602119079959,0.01877039315551384,0.0011606395718503318
0.6,1024,0.20703125,0.08507464049024958,0.001842752547155654,0.01916454180329966,0.0011679866107788608
0.6,1024,0.208984375,0.08595608155521302,0.0018552956486070074,0.019607806749641004,0.0011759680365718474
0.6,1024,0.2109375,0.08684021193992052,0.0018677889594485388,0.020091470696033464,0.0012503173443484266
0.6,1024,0.212890625,0.0877269919308172,0.0018802329606733505,0.020634751550854955,0.0012939835214972712
0.6,1024,0.21484375,0.08861655610238134,0.0018926302768860833,0.02108223080635316,0.0013283933896032882
0.6,1024,0.216796875,0.08950892438818367,0.0019049805809622086,0.021559429012240415,0.0013513212997168518
0.6,1024,0.21875,0.09040409369688673,0.001917283334514515,0.022076914943758217,0.00135821932498982
0.6,1024,0.220703125,0.09130217132338667,0.0019295423838874188,0.022583768106998903,0.0014421023112584025
0.6,1024,0.22265625,0.09220310263662856,0.0019417579251391976,0.023141286775475212,0.001429553219797515
0.6,1024,0.224609375,0.09310692260205593,0.001953929359438544,0.02371673927456428,0.0014712147331724268
0.6,1024,0.2265625,0.09401375533065576,0.0019660594202533053,0.024193648070102557,0.001468489110669356
0.6,1024,0.228515625,0.0949236318828539,0.001978147493927981,0.02478713829070795,0.001533254958022993
0.6,1024,0.23046875,0.09583651760364664,0.0019901932715409494,0.025260113894943318,0.0015676352175798241
0.6,1024,0.232421875,0.09675240844749952,0.002002198039658389,0.025819211527709177,0.001584416348946334
0.6,1024,0.234375,0.09767132788374115,0.002014161114055163,0.02639909844845761,0.0016056178428644277
0.6,1024,0.236328125,0.09859330763942709,0.002026083834323997,0.026875489905478014,0.0016232899526143487
0.6,1024,0.23828125,0.09951836274969869,0.0020379648866914375,0.027572476059199335,0.0017005359687772273
0.6,1024,0.240234375,0.1004466352690245,0.002049806063847487,0.02809853307157878,0.001680005583584869
0.6,1024,0.2421875,0.10137823169169047,0.002061609596806063,0.028546115472912664,0.001713587392194985
0.6,1024,0.244140625,0.10231305583985123,0.002073372635060889,0.029286995880305665,0.0018280951795662558
0.6,1024,0.24609375,0.10325106861102881,0.0020850960648637735,0.029996631070970402,0.0018487436289722273
0.6,1024,0.248046875,0.10419236552297363,0.0020967829252601855,0.03051133696734932,0.0018514702903414215
0.6,1024,0.25,0.10513702559432203,0.0021084326623508464,0.031060988418758696,0.0019453612751096155
0.6,1024,0.251953125,0.10608506720317315,0.002120044536624023,0.03180182353407336,0.0018873802886604687
0.6,1024,0.25390625,0.10703656899890128,0.002131620430577922,0.03250303783268045,0.0019135713814905746
0.6,1024,0.255859375,0.10799159537674309,0.002143161322230012,0.03302102944254917,0.001838323682653074
0.6,1024,0.2578125,0.10895009678707052,0.0021546653385850676,0.033649422004820996,0.0018161175915825912
0.6,1024,0.259765625,0.10991211821439735,0.002166132209171884,0.034345559909942,0.001897061584983587
0.6,1024,0.26171875,0.11087767432787166,0.0021775634728258804,0.03517230546474598,0.0017944331728239576
0.6,1024,0.263671875,0.1118468771443577,0.0021889603346313805,0.03581754215061932,0.0018421761996172186
0.6,1024,0.265625,0.11281985234011913,0.0022003238476471843,0.03633852791041142,0.001756553686155638
0.6,1024,0.267578125,0.11379660675139013,0.0022116535760277963,0.03722937702387588,0.0018317617835154844
0.6,1024,0.26953125,0.11477709460611693,0.0022229494341941833,0.037829247735442516,0.0017408567959037722
0.6,1024,0.271484375,0.11576135222261176,0.0022342115515559696,0.03864303089678376,0.0017305432940250935
0.6,1024,0.2734375,0.11674954432732973,0.0022454409728587216,0.039314851358534166,0.0018060081704855647
0.6,1024,0.275390625,0.11774168223012156,0.0022566381861836354,0.040072938889263554,0.0018039320297534977
0.6,1024,0.27734375,0.11873774784045484,0.0022678032992782884,0.04094473988562618,0.001957029691337157
0.6,1024,0.279296875,0.11973791240404281,0.0022789386992806094,0.04161024512350497,0.002074753955992089
0.6,1024,0.28125,0.12074230617860177,0.0022900449371260996,0.04234723854809838,0.0020709198490967114
0.6,1024,0.283203125,0.12175075755896049,0.0023011203211384516,0.043040245041248995,0.002113590564279544
0.6,1024,0.28515625,0.1227633876137855,0.002312165824963924,0.04401240766793496,0.0021778895301210886
0.6,1024,0.287109375,0.12378031783982643,0.002323184119928938,0.044590670630335595,0.0021970382185271023
0.6,1024,0.2890625,0.124801589365594,0.002334175442833937,0.04536624985188132,0.0022405635881191537
0.6,1024,0.291015625,0.12582734091893877,0.002345139121414726,0.04636168595402993,0.0024219492897408386
0.6,1024,0.29296875,0.1268574012345413,0.002356074189289474,0.04727279793470688,0.0023294328150276775
0.6,1024,0.294921875,0.12789194813619265,0.002366981910524833,0.04820350500195589,0.002426350994831912
0.6,1024,0.296875,0.1289310348040463,0.0023778639627956514,0.049148618526752855,0.0024938664400102556
0.6,1024,0.298828125,0.12997455612936226,0.0023887185782065163,0.050199893631036066,0.002493352752096911
0.6,1024,0.30078125,0.13102278418577684,0.002399546810099907,0.050939541265362695,0.002573687751346484
0.6,1024,0.302734375,0.132075776336226,0.002410351061251354,0.05193725413083889,0.0026521255948694974
0.6,1024,0.3046875,0.13313342087428454,0.0024211321629099376,0.052843902930619226,0.0028316167617301897
0.6,1024,0.306640625,0.13419584845960777,0.0024318901614718024,0.05366307912021893,0.0026333871645990523
0.6,1024,0.30859375,0.1352632757733801,0.0024426256051778353,0.054853749722241864,0.002756261634976602
0.6,1024,0.310546875,0.13633553722644695,0.0024533381061825677,0.05568504124879922,0.0028729679557242724
0.6,1024,0.3125,0.13741269338091813,0.0024640285806300523,0.056976852342485305,0.0029453333917861453
0.6,1024,0.314453125,0.13849487921647904,0.002474698013091065,0.05783125256001582,0.0028372488005233283
0.6,1024,0.31640625,0.1395821317572874,0.0024853459947119447,0.058995919853443074,0.0029008296228276026
0.6,1024,0.318359375,0.14067454395913837,0.002495973357938896,0.05986048948019536,0.0030379384245112022
0.6,1024,0.3203125,0.1417721408762437,0.0025065808109187653,0.0609731547012853,0.0031003279702951705
0.6,1024,0.322265625,0.1428750466980176,0.002517170644092274,0.062034345932300325,0.0030887044262879366
0.6,1024,0.32421875,0.14398313928722317,0.002527741438230407,0.06303492030501064,0.003337990181165315
0.6,1024,0.326171875,0.14509657951104568,0.002538291282521726,0.06408928410708441,0.0033305290917056457
0.6,1024,0.328125,0.14621559697807943,0.002548823692342782,0.06513394599407277,0.003367052984703865
0.6,1024,0.330078125,0.1473400794165704,0.0025593398607205646,0.06640116856991608,0.0033650832267945194
0.6,1024,0.33203125,0.14847002948650753,0.002569837620269845,0.06730566051601707,0.003452993387677538
0.6,1024,0.333984375,0.14960567674419958,0.0025803176317334433,0.06839832381903459,0.0034111768491019295
0.6,1024,0.3359375,0.150747055259714,0.0025907792440267156,0.06978951449691223,0.003458865483343746
0.6,1024,0.337890625,0.15189415742561596,0.0026012227480080087,0.0706214644238246,0.003459206317931588
0.6,1024,0.33984375,0.15304711293756096,0.002611649408871665,0.07196916896103664,0.0036461192658749715
0.6,1024,0.341796875,0.15420592571690614,0.002622058832573163,0.07309822310506175,0.003602997909870373
0.6,1024,0.34375,0.155370723720838,0.0026324523859518187,0.07452683812378984,0.003799730580558595
0.6,1024,0.345703125,0.15654156822711413,0.002642829816178543,0.07565723933279196,0.0036987614319372608
0.6,1024,0.34765625,0.15771842012018653,0.0026531903086174555,0.07698592507838929,0.0037697144093579754
