Sigma,N,Q,Mean,Mean_err,Median,Median_err
0.896,128,0.0,0.0,0.0,0.0,0.0
0.896,128,0.015625,0.0024821151015817964,0.00012657659516293894,1.1559172113995972e-05,1.3252115381016069e-06
0.896,128,0.03125,0.005004024894282006,0.0002489791452325596,2.5407499172297263e-05,2.800978523587481e-06
0.896,128,0.046875,0.00758634427775988,0.00036611518208670024,4.2446223744129574e-05,5.204717376519098e-06
0.896,128,0.0625,0.010230395569352629,0.000477570613559366,6.437877307147427e-05,7.410578765603328e-06
0.896,128,0.078125,0.012916195946648659,0.0005818235947420191,9.073085063097823e-05,1.1509691351565661e-05
0.896,128,0.09375,0.01560426784406586,0.0006782957289304777,0.0001270075300039166,1.3999195660215495e-05
0.896,128,0.109375,0.018272067143150755,0.0007672265520549301,0.00017146420778938793,2.052157676775533e-05
0.896,128,0.125,0.020932026353458012,0.0008498106392980457,0.00023023179902374735,3.048656499389051e-05
0.896,128,0.140625,0.02361368055083646,0.0009283278478952233,0.00030497068729089504,3.728271306580602e-05
0.896,128,0.15625,0.0263381616239194,0.0010031432869413194,0.0003828809266902812,4.2842439684120216e-05
0.896,128,0.171875,0.02910510197305096,0.0010747768131049973,0.0004718524407589565,5.4083065207163755e-05
0.896,128,0.1875,0.03190645919041768,0.001142907072486546,0.0006038644274213257,7.016578899071508e-05
0.896,128,0.203125,0.03475818640024054,0.0012078262920769177,0.000766155996014549,0.00010052864270925613
0.896,128,0.21875,0.037699233547067626,0.0012717845050594855,0.0009430276126642363,0.0001213920746892327
0.896,128,0.234375,0.0407642369101088,0.0013362852400722312,0.001162579699191851,0.00014171492045993457
0.896,128,0.25,0.04394531285847082,0.0014019195464046268,0.001402091943052598,0.00015812175599452157
0.896,128,0.265625,0.04720835931309758,0.001467829051094437,0.0017272344299823646,0.00016290862528670847
0.896,128,0.28125,0.05053311836989429,0.0015332365860173795,0.0020386942280748014,0.00016748621944109857
0.896,128,0.296875,0.053890736615322496,0.0015983110413805375,0.0023923047165337013,0.00021582462959607166
0.896,128,0.3125,0.05724974631128314,0.0016620588160119782,0.0028196481728562906,0.000255718427337643
0.896,128,0.328125,0.060625772484710835,0.0017236118412484198,0.0033629864724030656,0.00029849480976909987
0.896,128,0.34375,0.064061667487162,0.0017836140346476508,0.003945881672130144,0.0003274002723981408
0.896,128,0.359375,0.06758093019561999,0.0018426804938223237,0.004632733073603816,0.0003995859634340663
0.896,128,0.375,0.07119086144996906,0.001900664388134596,0.0053960809475880455,0.0005285586172304729
