L,Temp,mean,sem
48,8.74879,0.915067482,0.000242087023
48,8.74912,0.887944708,0.000461412963
48,8.74944,0.850656678,0.00147030468
48,8.74977,0.798242234,0.00275121139
48,8.75009,0.739489591,0.00211435332
48,8.75042,0.661649835,0.00120263887
48,8.75074,0.585161462,0.00243254763
48,8.75107,0.508613291,0.00137453874
48,8.75139,0.428610211,0.00322729848
48,8.75172,0.364640378,0.00274799742
48,8.75204,0.309761952,0.00299676171
48,8.75236,0.260630046,0.00402850776
48,8.75269,0.216404076,0.00322265556
48,8.75301,0.182563357,0.00276116651
48,8.75334,0.148347642,0.00225503751
48,8.75366,0.12854102,0.00312069262
#48,8.77846,-0.00529676996,0.0026596303
