s,L,mean,std
1.5,8,-1.7196705511925918,0.001952874886339042
1.5,12,-1.81446406848725,0.0015656570786945184
1.5,16,-1.861480505596998,0.0013009298382811835
1.5,24,-1.9096017059340655,0.0010918824378694154
