sigma,z,L,T,mean,sem
0.0,6,8192,1.9,0.4317690879608221,0.004593094973593274
0.0,6,8192,1.925,0.3826244458982007,0.004520085913472211
0.0,6,8192,1.95,0.3321826734606808,0.004365868159799472
0.0,6,8192,1.975,0.28132223868685585,0.004136395588462476
0.0,6,8192,2.0,0.2326505499049937,0.003863515690880853
0.0,6,8192,2.025,0.1871265099661145,0.003521319126006172
0.0,6,8192,2.05,0.1453119759032118,0.0031724075591893857
0.0,6,8192,2.075,0.11056167631343608,0.002861349170434819
0.0,6,8192,2.1,0.08190745657502624,0.002624778352131617
0.0,6,8192,2.125,0.05880402550351928,0.002226264478555141
0.0,6,8192,2.15,0.042795114499591086,0.0019766258625692843
0.0,6,8192,2.175,0.030933557204505906,0.00167864711386137
0.0,6,8192,2.2,0.021586277306879127,0.0014321239275640932
0.0,6,8192,2.225,0.01565773101245451,0.0012054549667324284
0.0,6,8192,2.25,0.012021642681408658,0.0009478483813273758
0.0,6,8192,2.275,0.008722037585927676,0.0007736973024240338
0.0,6,8192,2.3,0.007040105585163215,0.0006474115561936603
0.0,6,8192,2.325,0.0068994003942616355,0.000613327769391457
0.0,6,8192,2.35,0.006266366044699175,0.0006103695186512476
0.0,6,8192,2.375,0.00375173680971764,0.0005553083590171304
0.0,6,8192,2.4,0.004744189391738094,0.0005520137682564578
0.0,6,8192,2.425,0.0037481398945450545,0.0005499973374803759
0.0,6,8192,2.45,0.003140907424447311,0.000547388840859371
0.0,6,8192,2.475,0.0020760403103211784,0.0005620061030211106
0.0,6,8192,2.5,0.002296413266707587,0.0005571902213750513
