sigma,z,L,T,mean,sem
0.25,6,1024,1.85,2.339123364421832,0.01134665638244192
0.25,6,1024,1.875,2.1263918149407397,0.010178450726894328
0.25,6,1024,1.9,1.9333722695047024,0.009096021717310129
0.25,6,1024,1.925,1.7590610590662925,0.008098602693013858
0.25,6,1024,1.95,1.6014873652792418,0.007186835034434538
0.25,6,1024,1.975,1.4588496600492291,0.00634612237505091
0.25,6,1024,2.0,1.3313023800498924,0.005591855849123861
0.25,6,1024,2.025,1.2172056602181265,0.0049111902515847385
0.25,6,1024,2.05,1.1157038177188126,0.004315040486797186
0.25,6,1024,2.075,1.023902480082889,0.003760338560333717
0.25,6,1024,2.1,0.9426851975678184,0.0032884973425239576
0.25,6,1024,2.125,0.8705685843502041,0.0028718368722653225
0.25,6,1024,2.15,0.8047559388555322,0.0024893409630962647
0.25,6,1024,2.175,0.7472574924393491,0.002168553316871192
0.25,6,1024,2.2,0.6959662770053441,0.001887985552664684
0.25,6,1024,2.225,0.6498251669247951,0.0016325041932157029
0.25,6,1024,2.25,0.609154214112096,0.0014266030507278779
0.25,6,1024,2.275,0.5719054287569209,0.0012412070475999164
0.25,6,1024,2.3,0.5387761214979603,0.0010793503770606858
0.25,6,1024,2.325,0.5092420500010976,0.000943876847907928
0.25,6,1024,2.35,0.4825438503172307,0.0008289478297449956
0.25,6,1024,2.375,0.4583607496487069,0.0007307234227596639
0.25,6,1024,2.4,0.4368962794279279,0.0006433666006998457
0.25,6,1024,2.425,0.4168171857528838,0.000568119825783239
0.25,6,1024,2.45,0.3991168321490917,0.0005080197407055972
0.25,6,1024,2.475,0.3826354614269076,0.0004501722431860584
0.25,6,1024,2.5,0.3679905308532505,0.00040401013663796364
