sigma,L,T,mean,sem
0.0,256,0.5,12.569029451443074,0.03498881846999929
0.0,256,0.525,11.502564860972367,0.032658650609077494
0.0,256,0.55,10.471130860264177,0.03046311303703149
0.0,256,0.575,9.490458980659538,0.028231250362388525
0.0,256,0.6,8.570441806329745,0.026081734005045338
0.0,256,0.625,7.697170874298218,0.02398665993513319
0.0,256,0.65,6.881483549161014,0.021956153262240714
0.0,256,0.675,6.127771434105656,0.019948652977677464
0.0,256,0.7,5.425752502230622,0.018035304414156485
0.0,256,0.725,4.784930657027286,0.016185464449101322
0.0,256,0.75,4.196423969947961,0.014427068265662176
0.0,256,0.775,3.6673223629920093,0.012757185636870463
0.0,256,0.8,3.193780548421584,0.011185386847632478
0.0,256,0.825,2.7694951427360235,0.009710697676364764
0.0,256,0.85,2.396710143289116,0.008344546090155065
0.0,256,0.875,2.073097371076915,0.0070957778448160515
0.0,256,0.9,1.791264948901497,0.005977661376359625
0.0,256,0.925,1.5508764157284445,0.004979536498922604
0.0,256,0.95,1.3455712433298816,0.0041085531454671115
0.0,256,0.975,1.1723107114819211,0.003352789473926636
0.0,256,1.0,1.0267344065692652,0.002710566664493389
0.0,256,1.025,0.9055354140894141,0.0021776681778960523
0.0,256,1.05,0.8043687339483919,0.0017386708720046474
0.0,256,1.075,0.7201559102550599,0.0013796751149111116
0.0,256,1.1,0.6499466394083412,0.0010943120534122528
0.0,256,1.125,0.5915103922828987,0.0008677338162515407
0.0,256,1.15,0.5425800914974173,0.0006898580657747374
0.0,256,1.175,0.5012546961748794,0.0005483614289856877
0.0,256,1.2,0.4664831256863985,0.00043922221416696136
0.0,256,1.225,0.4368464649309651,0.00035413932235850903
0.0,256,1.25,0.4114482480846235,0.0002869285739312939
0.0,256,1.275,0.3896164728989929,0.00023495498959732406
0.0,256,1.3,0.3707158741707752,0.0001938004229323745
0.0,256,1.325,0.3541422956265384,0.00016196158705191044
0.0,256,1.35,0.3396716156080768,0.00013713573951319602
0.0,256,1.375,0.32676667101666457,0.0001168383102794604
0.0,256,1.4,0.3154845469020349,0.00010097154824231917
0.0,256,1.425,0.3052630018728921,8.873358652089542e-05
0.0,256,1.45,0.2962343508472256,7.754260983044536e-05
0.0,256,1.475,0.2878558606052589,6.906689177453294e-05
0.0,256,1.5,0.2804204668203258,6.203164261353201e-05
0.0,256,1.525,0.2737666304360682,5.6011922288669925e-05
0.0,256,1.55,0.2675734730762345,5.113488531188969e-05
0.0,256,1.575,0.2619571732502114,4.74024857707641e-05
0.0,256,1.6,0.25677883573190835,4.414736379465537e-05
