sigma,z,L,T,mean,sem
0.375,6,2048,1.95,1.7058217204924924,0.00550093913657971
0.375,6,2048,1.962,1.6081235924324966,0.005100033966967886
0.375,6,2048,1.975,1.5159816627109932,0.004719670038170778
0.375,6,2048,1.988,1.4301785428091205,0.0043639071744456795
0.375,6,2048,2.0,1.3500103832742645,0.0040271528332627565
0.375,6,2048,2.013,1.2749131549464177,0.00371305790668993
0.375,6,2048,2.025,1.2052192693282335,0.003421460183125543
0.375,6,2048,2.0380000000000003,1.1396691891458086,0.0031475769225542127
0.375,6,2048,2.05,1.0789660988188667,0.002892277614287136
0.375,6,2048,2.062,1.0219607259836294,0.002652128249209488
0.375,6,2048,2.075,0.9691650540679216,0.0024327150825192863
0.375,6,2048,2.087,0.9196344851819934,0.002226417863442229
0.375,6,2048,2.1,0.87408750502712,0.002038631244553689
0.375,6,2048,2.23,0.5482747489197917,0.0007941596789736037
0.375,6,2048,2.36,0.3874973183350168,0.00032757499576964384
0.375,6,2048,2.5,0.29560004908824195,0.0001528072948625705
0.375,6,2048,2.65,0.23952707498016124,8.632088197639513e-05
0.375,6,2048,2.81,0.2028276662275431,5.7365644798040953e-05
0.375,6,2048,2.98,0.17722999706221496,4.231316361657689e-05
0.375,6,2048,3.16,0.1587268040361963,3.350664762622044e-05
0.375,6,2048,3.36,0.1442413643847232,2.8297603943158105e-05
0.375,6,2048,3.56,0.13365266772663692,2.4602002314131172e-05
0.375,6,2048,3.77,0.12527355511699745,2.2257739925415494e-05
0.375,6,2048,4.0,0.11828845050502465,2.0399987312887163e-05
