sigma,L,T,mean,sem
0.25,128,0.5,8.210395169779213,0.02362779456176096
0.25,128,0.525,7.5506737796100705,0.022268042260434797
0.25,128,0.55,6.915407834440887,0.02094143495120345
0.25,128,0.575,6.320138967060197,0.01956486605934998
0.25,128,0.6,5.753202327165472,0.01822732250535743
0.25,128,0.625,5.22186254839456,0.016901304419715397
0.25,128,0.65,4.722964018703012,0.01558752563592569
0.25,128,0.675,4.259775328833353,0.014309841959760775
0.25,128,0.7,3.832125311028717,0.01306648321197626
0.25,128,0.725,3.4378126011319554,0.0118638268481841
0.25,128,0.75,3.0771444463313724,0.010692100439896431
0.25,128,0.775,2.7483543644650883,0.009584064290319452
0.25,128,0.8,2.4528386069094332,0.008534142956639458
0.25,128,0.825,2.187109766512686,0.007555430666665619
0.25,128,0.85,1.9505062328191465,0.006646599481316204
0.25,128,0.875,1.739954318362174,0.005801107369968492
0.25,128,0.9,1.55484027263729,0.0050327859603175535
0.25,128,0.925,1.392264098854737,0.004342641822740571
0.25,128,0.95,1.2504401195864292,0.0037231713603459314
0.25,128,0.975,1.126793758560073,0.003177971452106264
0.25,128,1.0,1.0195586039515592,0.0026992346955908397
0.25,128,1.025,0.9273849326650148,0.0022896738928621287
0.25,128,1.05,0.8472927084669902,0.00192513225361175
0.25,128,1.075,0.7782507990336539,0.0016252703112282
0.25,128,1.1,0.718391026862772,0.0013628952184586145
0.25,128,1.125,0.6667964679454199,0.0011478473504849145
0.25,128,1.15,0.6218554293266016,0.0009620627215703773
0.25,128,1.175,0.5829322390171034,0.0008082815267396574
0.25,128,1.2,0.5491203201166708,0.0006800219914302722
0.25,128,1.225,0.5195503954589991,0.0005764027606873557
0.25,128,1.25,0.493522607747429,0.00048805237370146864
0.25,128,1.275,0.47070153863171293,0.0004160854464636572
0.25,128,1.3,0.4504739033984331,0.00035438092006227946
0.25,128,1.325,0.4324579280149829,0.0003064554370669166
0.25,128,1.35,0.4164662010082135,0.0002637804668512387
0.25,128,1.375,0.4020279595632317,0.00022981340644462686
0.25,128,1.4,0.3892159990349504,0.0002012107680491368
0.25,128,1.425,0.3775819230416797,0.00017745109576590884
0.25,128,1.45,0.3671304372274719,0.00015649408299225648
0.25,128,1.475,0.3575798794357683,0.00013963797831575202
0.25,128,1.5,0.3489822649892929,0.00012506768024039437
0.25,128,1.525,0.34096428408418644,0.00011242209889108025
0.25,128,1.55,0.33367489394282274,0.00010232092983484298
0.25,128,1.575,0.32705678521236103,9.338076810792792e-05
0.25,128,1.6,0.3208649465565575,8.557422400191991e-05
