L,k,LogSweeps,mean,sem,knorm
12,10000,10,30.67125442853801,0.0015490062576978966,1.0
12,11000,10,15.694998418311489,0.000820947489516102,1.4142135623730951
12,11110,10,7.945176271577148,0.000376122287358817,2.0
12,20000,10,8.509794722394457,0.00046808383683258955,2.0
