sigma,L,T,mean,sem
0.25,512,0.5,0.8226692073684051,0.0017156187458579279
0.25,512,0.525,0.8134064576951258,0.0017397965528919142
0.25,512,0.55,0.8027030230703157,0.0017623945232023003
0.25,512,0.575,0.7907377572402778,0.0017945601579251649
0.25,512,0.6,0.7773223956258106,0.0018254816159928309
0.25,512,0.625,0.7621621355677145,0.001860404967729829
0.25,512,0.65,0.7445427980356355,0.0019037283872616433
0.25,512,0.675,0.7242689853391574,0.0019510701199241048
0.25,512,0.7,0.7012361719747892,0.001997305737334654
0.25,512,0.725,0.6745901908792594,0.002056109109000545
0.25,512,0.75,0.6434565207869439,0.002119241474448951
0.25,512,0.775,0.6079149545918809,0.0021741307478382365
0.25,512,0.8,0.5681734598916729,0.0022253442013309564
0.25,512,0.825,0.5228963789568188,0.002257951684498328
0.25,512,0.85,0.4738447116659046,0.0022677399692134213
0.25,512,0.875,0.4204649111500366,0.002236454724024644
0.25,512,0.9,0.3651529271079661,0.0021609416164073804
0.25,512,0.925,0.3087948969056725,0.002022255903341417
0.25,512,0.95,0.2542237887914631,0.0018524762742935508
0.25,512,0.975,0.2034858015015179,0.0016561538561057569
0.25,512,1.0,0.1586326045651234,0.0014473988022035867
0.25,512,1.025,0.12114597648524494,0.0012480567650858749
0.25,512,1.05,0.09113978003839866,0.0010806533095503393
0.25,512,1.075,0.0686814078185537,0.0008856603323172257
0.25,512,1.1,0.05121055160813216,0.0007344584000167643
0.25,512,1.125,0.03955528574998459,0.0005898018671369985
0.25,512,1.15,0.030794615646202717,0.00046318877412026893
0.25,512,1.175,0.024674571039323936,0.00038783564694599136
0.25,512,1.2,0.020245910504453863,0.00032879473865582117
0.25,512,1.225,0.017164455114696515,0.00029683969528533
0.25,512,1.25,0.014788852245642385,0.0002827753434853193
0.25,512,1.275,0.013048907890797188,0.00027255942535604457
0.25,512,1.3,0.011534331232824905,0.0002733117736468585
0.25,512,1.325,0.010216461701946927,0.00027093122658549936
0.25,512,1.35,0.009122232528059987,0.00026950949467599144
0.25,512,1.375,0.008619784369204072,0.00026827152051051993
0.25,512,1.4,0.008302786293773021,0.00026710936686277006
0.25,512,1.425,0.00764157257697432,0.00026924197039644954
0.25,512,1.45,0.007217599659781966,0.00026636943551925805
0.25,512,1.475,0.006365764580073143,0.0002678987848304905
0.25,512,1.5,0.006384256459966432,0.00027278307582088084
0.25,512,1.525,0.005707358460671621,0.00026855741741301956
