L,k,LogSweeps,mean,sem,knorm
24,10000,10,122.47411235997373,0.009015602681425663,1.0
24,11000,10,62.22881792080741,0.0038204587754465573,1.4142135623730951
24,11110,10,31.392926613630937,0.0020242914057659813,2.0
24,20000,10,31.940615276494306,0.001842329665528171,2.0
